id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se,adjusted_p_by,adjusted_p_bh
GCST90275148,ADHD-sex-M1,GCST90042784,depression-postpartum,0.267,0.2194,1.2171,0.2235,0.0088,0.0077,0.9981,0.0065,0.0067,0.0057,1.0,0.39768402471315095
GCST90225528,anxiety-any,GCST90042696,prostate-cancer-sibling,0.1717,0.2223,0.7725,0.4398,0.0016,0.0011,1.0013,0.0062,0.0031,0.0051,1.0,0.6230629213483145
GCST90225527,anxiety-2,GCST90255676,crc-cancer-2,0.1113,0.0567,1.962,0.0498,0.0856,0.0095,1.1593,0.0214,-0.002,0.0059,1.0,0.12612663316582914
GCST90042686,breast-cancer-family-mother,GCST005903,mdd-2,-0.1586,0.1018,-1.5581,0.1192,0.0175,0.002,1.0004,0.007,0.0013,0.0046,1.0,0.2556459574468085
GCST90275155,mdd-5,GCST90042670,prostate-cancer-father,0.021,0.0832,0.2518,0.8012,0.0065,0.0013,1.0205,0.0083,-0.0024,0.0049,1.0,0.8869957166392092
GCST90275152,autism-1,GCST90042786,depression-trauma,-0.1999,0.1096,-1.8242,0.0681,0.02,0.0054,1.013,0.0071,0.0053,0.0056,1.0,0.16256528925619834
GCST90275152,autism-1,GCST90137411,bcc-2,-0.0793,0.0504,-1.5726,0.1158,0.0698,0.0121,0.9761,0.0236,-0.004,0.0068,1.0,0.25011336898395725
GCST90041833,breast-neoplasm-2,GCST90137411,bcc-2,0.0894,0.0644,1.3876,0.1652,0.0701,0.0119,0.9732,0.0228,0.045,0.0063,1.0,0.324168093385214
GCST90042682,depression-family-mother,GCST90137411,bcc-2,-0.0171,0.0533,-0.3209,0.7483,0.0701,0.0119,0.9733,0.0228,-0.0028,0.0052,1.0,0.8490744525547446
GCST90275149,ADHD-1,GCST006465,endometrial-carcinoma-1,0.094,0.0865,1.0863,0.2773,0.0349,0.0098,1.0748,0.0093,0.0058,0.0067,1.0,0.4597342105263158
GCST90275150,autism-age-sex-M1,GCST009980,mdd-trauma,0.2441,0.0799,3.0537,0.0023,0.1083,0.0169,1.0005,0.0067,0.0052,0.0052,0.06612960772365281,0.008078048780487805
GCST90225528,anxiety-any,GCST90137411,bcc-2,-0.0032,0.0565,-0.0558,0.9555,0.0699,0.0113,0.9741,0.0233,0.0041,0.0065,1.0,0.9759481518987342
GCST90255675,crc-cancer-1,GCST90042673,intestinal-cancer-father,1.2232,0.3545,3.4504,0.0006,0.0018,0.0011,1.0239,0.0063,0.0395,0.0075,0.01896971256040815,0.0023172413793103447
GCST90255676,crc-cancer-2,GCST90042784,depression-postpartum,-0.0325,0.1561,-0.2084,0.8349,0.0087,0.0078,0.9982,0.0062,0.0142,0.0049,1.0,0.9054106508875739
GCST006465,endometrial-carcinoma-1,GCST90041830,non-epithelial-carcinoma,-0.1908,0.0993,-1.9212,0.0547,0.0169,0.0026,1.0296,0.0145,0.0053,0.0059,1.0,0.13614222222222222
GCST009981,mdd-notrauma,GCST90043874,skin-carcinoma-face,-0.0306,0.1459,-0.2097,0.8339,0.0083,0.0014,1.0233,0.0079,-0.0051,0.0055,1.0,0.9053001615508885
GCST90275149,ADHD-1,GCST009979,mdd-1,0.4119,0.0461,8.9418,3.8299e-19,0.0781,0.006,1.0184,0.0075,0.0141,0.0057,3.3443031141557273e-17,4.085226666666667e-18
GCST90275148,ADHD-sex-M1,GCST90225528,anxiety-any,0.3471,0.0509,6.8135,9.5269e-12,0.009,0.001,1.0177,0.0075,0.0056,0.0059,5.801794188000907e-10,7.087169889298893e-11
GCST90041833,breast-neoplasm-2,GCST90043894,prostate-cancer-1,0.0894,0.0828,1.0791,0.2805,0.0254,0.0035,1.0431,0.014,0.0021,0.0053,1.0,0.46427586206896554
GCST90011804,breast-carcinoma-1,GCST006464,endometrial-carcinoma-2,0.3465,0.1217,2.8465,0.0044,0.0189,0.0045,1.0838,0.0095,0.0066,0.0066,0.12122881415900234,0.014808681135225377
GCST90225529,anxiety-others,GCST90041830,non-epithelial-carcinoma,-0.025,0.0682,-0.3671,0.7136,0.0168,0.0027,1.0284,0.0122,0.0061,0.0053,1.0,0.8258424799081515
GCST004749,lung-carcinoma-smokers,GCST90011809,melanoma-1,0.1022,0.101,1.012,0.3115,0.0092,0.0024,0.9992,0.0092,-0.0023,0.0051,1.0,0.49998726114649683
GCST90225529,anxiety-others,GCST90043889,breast-neoplasm-1,-0.0279,0.1051,-0.2654,0.7907,0.0049,0.0011,1.0119,0.0081,0.0009,0.0048,1.0,0.8797192052980132
GCST90275152,autism-1,GCST90042699,intestinal-cancer-sibling,0.257,0.1612,1.5945,0.1108,0.0022,0.0011,1.0111,0.0062,-0.0043,0.0049,1.0,0.24148410810810808
GCST90225528,anxiety-any,GCST90041830,non-epithelial-carcinoma,0.02,0.069,0.29,0.7718,0.0168,0.0027,1.0284,0.0122,0.0031,0.0055,1.0,0.8648964980544748
GCST90042673,intestinal-cancer-father,GCST90275156,schizo-age-sex-M1,-0.0392,0.1791,-0.2191,0.8266,0.1137,0.0123,1.0312,0.008,0.0115,0.0055,1.0,0.9022336762317271
GCST90042843,anxiety-treatment-1,GCST90011808,prostate-cancer-3,0.0259,0.0843,0.3075,0.7585,0.0332,0.0046,1.0535,0.0196,0.0058,0.0056,1.0,0.8541858337981038
GCST90042684,lung-cancer-family-mother,GCST90043894,prostate-cancer-1,-0.1188,0.1401,-0.848,0.3965,0.0254,0.0035,1.0431,0.014,0.0021,0.0054,1.0,0.588618556701031
GCST004748,lung-carcinoma-1,GCST90042670,prostate-cancer-father,-0.0934,0.1054,-0.8863,0.3754,0.0066,0.0013,1.0207,0.0083,-0.0004,0.0052,1.0,0.5677467366841711
GCST90042682,depression-family-mother,GCST004750,lung-cancer-squamous,0.0338,0.1192,0.2833,0.777,0.0557,0.0152,1.0386,0.0097,-0.0084,0.0054,1.0,0.8687920133111481
GCST90042673,intestinal-cancer-father,GCST90275157,schizo-sex-M1,-0.0816,0.1759,-0.464,0.6427,0.126,0.0132,1.0382,0.0087,0.0141,0.0054,1.0,0.7772544691061788
GCST90042841,anxiety-medication,GCST90041886,breast-carcinoma-2,-0.0529,0.0858,-0.617,0.5372,0.008,0.0015,1.0405,0.0105,0.0072,0.0049,1.0,0.7017506796116504
GCST004744,adenocarcinoma-lung,GCST004748,lung-carcinoma-1,0.8537,0.0369,23.1436,1.6854e-118,0.0849,0.0159,1.049,0.0114,0.7654,0.0088,7.928170051309381e-116,9.68464e-117
GCST90275147,ADHD-age-sex-M1,GCST005903,mdd-2,0.5648,0.0557,10.1477,3.3936e-24,0.0172,0.0021,1.0016,0.0068,0.0055,0.0052,3.636804311308504e-22,4.4425309090909095e-23
GCST90275147,ADHD-age-sex-M1,GCST90042700,breast-cancer-family-siblings,0.1495,0.0968,1.545,0.1223,0.0042,0.0012,1.0089,0.0067,0.004,0.006,1.0,0.2605685322069694
GCST90275155,mdd-5,GCST90042673,intestinal-cancer-father,0.2189,0.1612,1.3581,0.1744,0.0018,0.0011,1.0246,0.0067,0.003,0.0054,1.0,0.3358074498567335
GCST90255676,crc-cancer-2,GCST90275158,schizophrenia-M1,0.0893,0.0495,1.8032,0.0714,0.1293,0.0126,1.0359,0.0088,0.0046,0.0061,1.0,0.1681570093457944
GCST90255676,crc-cancer-2,GCST90042698,lung-cancer-family-sibling,0.2313,0.091,2.5424,0.011,0.0043,0.0013,1.0087,0.0067,0.0103,0.0053,0.277584325998633,0.03390825688073394
GCST90275147,ADHD-age-sex-M1,GCST90041886,breast-carcinoma-2,0.0267,0.0575,0.4653,0.6417,0.0079,0.0015,1.0417,0.0104,-0.0044,0.0056,1.0,0.7772544691061788
GCST90042786,depression-trauma,GCST90011809,melanoma-1,0.1169,0.1463,0.7991,0.4242,0.0088,0.0023,1.0016,0.0089,-0.0053,0.0052,1.0,0.6106997858672377
GCST009980,mdd-trauma,GCST90042673,intestinal-cancer-father,-0.2555,0.2386,-1.0706,0.2843,0.0018,0.001,1.024,0.0063,0.0061,0.0043,1.0,0.4678765714285714
GCST003769,depression-symptoms,GCST90042696,prostate-cancer-sibling,0.2398,0.2442,0.9821,0.326,0.0014,0.0012,1.0031,0.0066,0.0034,0.0051,1.0,0.5142535211267606
GCST90042778,anxiety-1,GCST90275157,schizo-sex-M1,0.3411,0.1386,2.461,0.0139,0.1259,0.0131,1.0384,0.0087,0.0031,0.0052,0.33935019821452034,0.04145325443786982
GCST90275149,ADHD-1,GCST90042700,breast-cancer-family-siblings,0.1346,0.0966,1.3941,0.1633,0.0042,0.0012,1.0089,0.0067,0.004,0.006,1.0,0.321496875
GCST005902,depression-broad,GCST90043874,skin-carcinoma-face,0.0307,0.0536,0.5726,0.5669,0.0084,0.0014,1.0226,0.0079,0.0029,0.0057,1.0,0.7233356962025316
GCST90042669,depression-family-father,GCST90011809,melanoma-1,0.0037,0.1129,0.0328,0.9738,0.0088,0.0023,1.0018,0.0089,-0.0056,0.0049,1.0,0.9840505263157895
GCST90042695,depression-family-sibling,GCST90041853,prostate-cancer-5,-0.0533,0.0929,-0.5741,0.5659,0.018,0.0029,1.03,0.0107,0.0092,0.0054,1.0,0.7233356962025316
GCST90042700,breast-cancer-family-siblings,GCST90041853,prostate-cancer-5,0.3033,0.1576,1.9244,0.0543,0.018,0.0029,1.03,0.0107,0.0043,0.0053,1.0,0.13548118811881188
GCST90275150,autism-age-sex-M1,GCST90275152,autism-1,1.0016,0.0027,377.0503,0.0,0.1633,0.0124,1.0316,0.0083,0.9827,0.008,0.0,0.0
GCST90042695,depression-family-sibling,GCST90042685,intestinal-cancer-mother,0.1737,0.1322,1.3141,0.1888,0.0034,0.001,1.0086,0.0063,0.0034,0.0053,1.0,0.3557203738317757
GCST90275155,mdd-5,GCST004748,lung-carcinoma-1,0.2247,0.0649,3.4634,0.0005,0.0835,0.0159,1.0506,0.0115,0.0005,0.0059,0.015991908844530126,0.0019534883720930232
GCST009979,mdd-1,GCST90041853,prostate-cancer-5,-0.0037,0.0718,-0.0511,0.9593,0.0179,0.0029,1.0301,0.0107,-0.0004,0.0049,1.0,0.977235371399697
GCST90042844,anxiety-treatment-2,GCST90042699,intestinal-cancer-sibling,0.1596,0.2027,0.787,0.4313,0.0022,0.0011,1.0115,0.0062,-0.0091,0.0047,1.0,0.6156433121019108
GCST90225528,anxiety-any,GCST003769,depression-symptoms,0.7438,0.067,11.0972,1.2948e-28,0.0384,0.0034,1.0155,0.0075,0.0603,0.0055,1.5484728932027775e-26,1.891533913043478e-27
GCST003740,adenocarcinoma-barret-oesophagus,GCST90225527,anxiety-2,0.0562,0.0689,0.8153,0.4149,0.0076,0.0009,1.0186,0.0068,0.0029,0.0049,1.0,0.6056758870383779
GCST90225527,anxiety-2,GCST90042700,breast-cancer-family-siblings,-0.0951,0.1396,-0.6812,0.4957,0.004,0.0012,1.0108,0.0067,0.0046,0.005,1.0,0.6675559118236473
GCST90042843,anxiety-treatment-1,GCST90042844,anxiety-treatment-2,0.7432,0.0703,10.5766,3.8267e-26,0.0274,0.0039,0.9979,0.0062,0.2998,0.0053,4.4163998026416135e-24,5.394844195804196e-25
GCST90275150,autism-age-sex-M1,GCST90275154,mdd-sex-M1,0.6269,0.0435,14.4084,4.5849000000000005e-47,0.1187,0.0091,1.0272,0.0075,0.3919,0.006,8.407509394760816e-45,1.0270176e-45
GCST90042700,breast-cancer-family-siblings,GCST90275157,schizo-sex-M1,0.2093,0.1138,1.8392,0.0659,0.126,0.0132,1.0383,0.0087,0.0015,0.0052,1.0,0.15872688172043012
GCST90011804,breast-carcinoma-1,GCST90042695,depression-family-sibling,-0.0468,0.0684,-0.684,0.494,0.0126,0.0016,1.0183,0.0081,0.0002,0.0056,1.0,0.6657112299465241
GCST90255675,crc-cancer-1,GCST004748,lung-carcinoma-1,0.2855,0.0453,6.2967,3.0405e-10,0.0838,0.0166,1.0486,0.0109,0.0419,0.0059,1.7921195573118303e-08,2.18916e-09
GCST005902,depression-broad,GCST90042699,intestinal-cancer-sibling,0.3619,0.1375,2.6327,0.0085,0.0023,0.0011,1.011,0.0063,0.0002,0.0051,0.22056764840285895,0.026943396226415096
GCST90042682,depression-family-mother,GCST90042670,prostate-cancer-father,0.2397,0.12,1.9978,0.0457,0.0065,0.0013,1.0204,0.0081,0.003,0.0052,0.9607857346360097,0.11736458598726114
GCST90042670,prostate-cancer-father,GCST90275157,schizo-sex-M1,0.1371,0.096,1.4285,0.1531,0.126,0.0132,1.0382,0.0086,-0.0094,0.005,1.0,0.30803353293413177
GCST90275148,ADHD-sex-M1,GCST004750,lung-cancer-squamous,0.4501,0.0749,6.0089,1.8679e-09,0.0549,0.0146,1.04,0.0092,0.0007,0.0052,1.04854311903674e-07,1.2808457142857144e-08
GCST90042682,depression-family-mother,GCST90041830,non-epithelial-carcinoma,0.0123,0.0738,0.1668,0.8675,0.0169,0.0027,1.0279,0.0122,-0.0067,0.005,1.0,0.9238048574445619
GCST003740,adenocarcinoma-barret-oesophagus,GCST90041833,breast-neoplasm-2,0.0876,0.0745,1.1756,0.2397,0.0086,0.0014,1.0372,0.0097,-0.0042,0.0051,1.0,0.4181979238754326
GCST90011804,breast-carcinoma-1,GCST005903,mdd-2,-0.0335,0.0734,-0.4563,0.6482,0.0175,0.0021,0.9998,0.0068,-0.0023,0.0052,1.0,0.7834359712230216
GCST90042843,anxiety-treatment-1,GCST90042700,breast-cancer-family-siblings,0.0564,0.1335,0.4227,0.6725,0.0043,0.0012,1.0078,0.0065,0.0039,0.005,1.0,0.8004495867768595
GCST004744,adenocarcinoma-lung,GCST90041886,breast-carcinoma-2,0.0943,0.0867,1.0873,0.2769,0.0077,0.0014,1.0424,0.0101,0.0036,0.0051,1.0,0.45944888888888885
GCST90042843,anxiety-treatment-1,GCST90041830,non-epithelial-carcinoma,-0.0757,0.0735,-1.0296,0.3032,0.0169,0.0027,1.0282,0.0122,-0.0041,0.0054,1.0,0.4917547868061143
GCST90042686,breast-cancer-family-mother,GCST90255675,crc-cancer-1,0.1245,0.0723,1.7212,0.0852,0.0861,0.0092,1.1793,0.023,-0.003,0.0061,1.0,0.19452231030577577
GCST90225527,anxiety-2,GCST90042696,prostate-cancer-sibling,0.0523,0.2292,0.2282,0.8195,0.0016,0.0011,1.0013,0.0062,0.0052,0.005,1.0,0.9008244274809161
GCST006465,endometrial-carcinoma-1,GCST004748,lung-carcinoma-1,0.1328,0.1467,0.9056,0.3652,0.0704,0.018,1.0752,0.0139,0.0201,0.0068,1.0,0.5574903860711582
GCST003769,depression-symptoms,GCST006465,endometrial-carcinoma-1,-0.0015,0.1086,-0.0139,0.9889,0.0364,0.0103,1.0732,0.0096,-0.0012,0.006,1.0,0.9938297108673979
GCST90042700,breast-cancer-family-siblings,GCST90011809,melanoma-1,0.1509,0.1469,1.027,0.3044,0.0088,0.0023,1.0018,0.0089,0.0045,0.005,1.0,0.4926741573033708
GCST009979,mdd-1,GCST90042682,depression-family-mother,0.7896,0.0719,10.9756,5.0088e-28,0.0089,0.0013,1.0201,0.0077,0.059,0.005,5.904534411224137e-26,7.212672e-27
GCST90275153,mdd-age-sex-M1,GCST90043894,prostate-cancer-1,0.0357,0.0597,0.5976,0.5501,0.0253,0.0035,1.0434,0.0141,-0.0032,0.0052,1.0,0.7099882202304738
GCST90225528,anxiety-any,GCST90013410,bcc-1,-0.0187,0.0611,-0.306,0.7596,0.0318,0.0044,1.0604,0.0172,0.0083,0.0054,1.0,0.8541858337981038
GCST90042682,depression-family-mother,GCST90042685,intestinal-cancer-mother,0.0026,0.1591,0.0164,0.9869,0.0034,0.001,1.0086,0.0063,-0.0139,0.0049,1.0,0.9923144139650873
GCST009979,mdd-1,GCST90042786,depression-trauma,-0.07,0.1103,-0.6345,0.5257,0.0204,0.0053,1.0121,0.0071,-0.0201,0.0049,1.0,0.6926870588235293
GCST90255675,crc-cancer-1,GCST90013410,bcc-1,0.1376,0.0468,2.9425,0.0033,0.0315,0.0044,1.0621,0.0173,0.0056,0.0069,0.09215236000157664,0.011256852791878172
GCST90255675,crc-cancer-1,GCST90275157,schizo-sex-M1,0.0653,0.0477,1.3698,0.1707,0.1288,0.0126,1.036,0.0088,0.009,0.0062,1.0,0.3304537428023033
GCST90042860,crc-benign-neoplasm,GCST90042698,lung-cancer-family-sibling,0.4134,0.1541,2.6824,0.0073,0.0043,0.0014,1.0091,0.0067,0.0069,0.0052,0.1918417905591595,0.0234343949044586
GCST90042786,depression-trauma,GCST90042670,prostate-cancer-father,-0.3472,0.1711,-2.0297,0.0424,0.0065,0.0013,1.0203,0.0081,0.0052,0.005,0.9040759133441032,0.11043720930232559
GCST90225529,anxiety-others,GCST90042698,lung-cancer-family-sibling,0.1536,0.126,1.2195,0.2227,0.0042,0.0014,1.0093,0.0069,0.0132,0.0045,1.0,0.3969612732095491
GCST90042686,breast-cancer-family-mother,GCST90011816,cervical-cancer-2,-0.0085,0.1462,-0.058,0.9538,0.0088,0.0025,1.0173,0.008,0.0029,0.005,1.0,0.9759481518987342
GCST90275147,ADHD-age-sex-M1,GCST90042670,prostate-cancer-father,-0.1176,0.0695,-1.6929,0.0905,0.0065,0.0013,1.0205,0.0083,-0.0074,0.0056,1.0,0.20430907054871217
GCST90275150,autism-age-sex-M1,GCST90041833,breast-neoplasm-2,0.0224,0.0699,0.3201,0.7489,0.0087,0.0014,1.037,0.01,-0.0009,0.0053,1.0,0.8490744525547446
GCST90225528,anxiety-any,GCST90255675,crc-cancer-1,0.0685,0.0469,1.4612,0.144,0.0869,0.0089,1.1759,0.0235,0.0049,0.0059,1.0,0.29552960325534083
GCST003740,adenocarcinoma-barret-oesophagus,GCST004749,lung-carcinoma-smokers,0.1755,0.0872,2.0127,0.0441,0.1079,0.0267,1.0452,0.0096,-0.0042,0.0055,0.9318962379067598,0.11383559539052496
GCST004748,lung-carcinoma-1,GCST90275156,schizo-age-sex-M1,0.3229,0.0756,4.2708,1.9479e-05,0.1164,0.0118,1.0298,0.0076,-0.0026,0.0059,0.0007564108163266956,9.239920941176471e-05
GCST90275152,autism-1,GCST90255676,crc-cancer-2,0.0324,0.0405,0.7992,0.4242,0.0869,0.0095,1.1564,0.0196,-0.0049,0.006,1.0,0.6106997858672377
GCST90275154,mdd-sex-M1,GCST90011809,melanoma-1,-0.1414,0.0775,-1.8239,0.0682,0.0089,0.0023,1.0013,0.0089,0.0033,0.0049,1.0,0.16256528925619834
GCST90275150,autism-age-sex-M1,GCST90137412,squamous-carcinoma,0.0676,0.0471,1.4361,0.151,0.0959,0.0109,0.7882,0.0192,-0.0004,0.0059,1.0,0.3056385542168674
GCST90041853,prostate-cancer-5,GCST90275158,schizophrenia-M1,0.1469,0.0808,1.8182,0.069,0.1263,0.0132,1.0384,0.0086,-0.0106,0.0048,1.0,0.1638445229681979
GCST003740,adenocarcinoma-barret-oesophagus,GCST90137411,bcc-2,0.0679,0.0479,1.4178,0.1563,0.0697,0.0121,0.9758,0.0234,0.003,0.0061,1.0,0.3126
GCST90275148,ADHD-sex-M1,GCST90042778,anxiety-1,0.3623,0.1201,3.0163,0.0026,0.0263,0.0085,1.0041,0.0065,0.0061,0.0053,0.0737276457244729,0.009006185567010308
GCST90225527,anxiety-2,GCST90137411,bcc-2,-0.0197,0.0564,-0.3494,0.7268,0.0699,0.0113,0.9741,0.0233,0.005,0.0064,1.0,0.8367954311821817
GCST90225528,anxiety-any,GCST90042699,intestinal-cancer-sibling,0.3855,0.1845,2.0898,0.0366,0.0023,0.0011,1.0107,0.0066,0.0016,0.005,0.802169438709849,0.09798884462151394
GCST90042778,anxiety-1,GCST90013410,bcc-1,0.0058,0.0962,0.06,0.9522,0.0316,0.0044,1.0623,0.0173,0.0044,0.0055,1.0,0.9759481518987342
GCST009980,mdd-trauma,GCST90275158,schizophrenia-M1,0.3459,0.0848,4.0802,4.4992e-05,0.1292,0.0126,1.0354,0.0084,0.0155,0.005,0.0016611459005381622,0.0002029169395973154
GCST90042860,crc-benign-neoplasm,GCST90013410,bcc-1,-0.0395,0.0546,-0.7247,0.4686,0.0316,0.0044,1.0621,0.0173,0.0203,0.0053,1.0,0.6467482546201232
GCST009981,mdd-notrauma,GCST004750,lung-cancer-squamous,0.0545,0.1647,0.3307,0.7409,0.0541,0.0146,1.041,0.0093,0.0028,0.0054,1.0,0.8457839184597962
GCST90275154,mdd-sex-M1,GCST90275158,schizophrenia-M1,0.8758,0.0374,23.434,1.9254e-121,0.1287,0.0125,1.0358,0.0084,0.4561,0.0057,1.0250363732424055e-118,1.2521310967741936e-119
GCST90225528,anxiety-any,GCST90042682,depression-family-mother,0.6691,0.0966,6.9244,4.3777e-12,0.0087,0.0012,1.0216,0.0077,0.056,0.0051,2.7366677381764365e-10,3.342970909090909e-11
GCST009981,mdd-notrauma,GCST90041830,non-epithelial-carcinoma,-0.028,0.1163,-0.241,0.8096,0.0169,0.0027,1.0281,0.0122,-0.0017,0.0052,1.0,0.8948210526315791
GCST90275151,autism-sex-M1,GCST90042670,prostate-cancer-father,0.0562,0.0818,0.6877,0.4916,0.0065,0.0013,1.0205,0.0083,-0.0079,0.0055,1.0,0.6646731772575251
GCST90042686,breast-cancer-family-mother,GCST90042669,depression-family-father,-0.0867,0.1228,-0.7058,0.4803,0.0069,0.0014,1.0111,0.0069,0.0067,0.0049,1.0,0.6573556008146639
GCST90011804,breast-carcinoma-1,GCST004750,lung-cancer-squamous,0.1391,0.0844,1.6474,0.0995,0.0547,0.0136,1.0397,0.0089,-0.0048,0.0057,1.0,0.2218713812154696
GCST90042685,intestinal-cancer-mother,GCST90042696,prostate-cancer-sibling,0.4641,0.3809,1.2182,0.2231,0.0015,0.0011,1.002,0.0063,0.0131,0.0046,1.0,0.3973229681978798
GCST90042682,depression-family-mother,GCST90011809,melanoma-1,-0.071,0.1028,-0.6907,0.4898,0.0088,0.0023,1.0017,0.0089,0.0043,0.0056,1.0,0.6635605104096709
GCST90042844,anxiety-treatment-2,GCST006465,endometrial-carcinoma-1,0.2147,0.1617,1.3278,0.1842,0.0346,0.0098,1.0749,0.0091,-0.0055,0.0062,1.0,0.34999736098020734
GCST90041833,breast-neoplasm-2,GCST90042786,depression-trauma,-0.0663,0.1387,-0.4778,0.6328,0.0205,0.0053,1.0121,0.0071,0.0025,0.0054,1.0,0.7690936708860759
GCST90042784,depression-postpartum,GCST90042669,depression-family-father,0.105,0.2977,0.3528,0.7243,0.0069,0.0014,1.011,0.0069,0.0082,0.0048,1.0,0.8353482837528605
GCST90042843,anxiety-treatment-1,GCST90042696,prostate-cancer-sibling,0.2768,0.2596,1.0663,0.2863,0.0015,0.0011,1.0022,0.0063,6.9747e-05,0.005,1.0,0.4707836867862969
GCST004749,lung-carcinoma-smokers,GCST90275156,schizo-age-sex-M1,0.3561,0.0979,3.6374,0.0003,0.1144,0.0115,1.0311,0.0076,-0.0075,0.0059,0.00986273900053093,0.0012047808764940238
GCST90225527,anxiety-2,GCST90275155,mdd-5,0.4912,0.0812,6.0464,1.4815e-09,0.1198,0.0096,1.0281,0.0079,0.0096,0.0057,8.460262064938708e-08,1.0334615916955017e-08
GCST90042686,breast-cancer-family-mother,GCST90042685,intestinal-cancer-mother,0.1442,0.1748,0.8246,0.4096,0.0034,0.001,1.0086,0.0063,-0.0144,0.0048,1.0,0.600694690909091
GCST003740,adenocarcinoma-barret-oesophagus,GCST90225529,anxiety-others,0.0771,0.0611,1.2618,0.207,0.0089,0.001,1.0155,0.0072,0.0024,0.0047,1.0,0.3776579185520362
GCST90042684,lung-cancer-family-mother,GCST90041853,prostate-cancer-5,-0.2671,0.1597,-1.672,0.0945,0.018,0.0029,1.03,0.0107,0.006,0.0055,1.0,0.21238795986622072
GCST90042860,crc-benign-neoplasm,GCST90275158,schizophrenia-M1,0.2672,0.066,4.0458,5.2139e-05,0.1264,0.0132,1.0383,0.0087,0.0077,0.0054,0.0019079463493853542,0.00023306479822616404
GCST005903,mdd-2,GCST90137412,squamous-carcinoma,0.274,0.0483,5.6723,1.4089e-08,0.0958,0.0109,0.7881,0.019,0.0316,0.0062,7.452561661196272e-07,9.103661538461539e-08
GCST90255676,crc-cancer-2,GCST90137411,bcc-2,0.0792,0.0351,2.2565,0.024,0.0693,0.0114,0.9765,0.0217,0.0176,0.0065,0.5570852296221128,0.0680506329113924
GCST90042841,anxiety-medication,GCST90042699,intestinal-cancer-sibling,0.3936,0.2112,1.8636,0.0624,0.0022,0.0011,1.0115,0.0062,-0.0009,0.0046,1.0,0.1519304347826087
GCST004748,lung-carcinoma-1,GCST90137411,bcc-2,0.1502,0.05,3.0072,0.0026,0.0701,0.0118,0.9735,0.0229,0.0179,0.0068,0.0737276457244729,0.009006185567010308
GCST90275151,autism-sex-M1,GCST90275157,schizo-sex-M1,0.6076,0.0436,13.9216,4.685e-44,0.1282,0.0125,1.0359,0.0084,0.3386,0.0061,7.889755092917918e-42,9.637714285714286e-43
GCST90275150,autism-age-sex-M1,GCST90042673,intestinal-cancer-father,0.0444,0.1563,0.2844,0.7761,0.0018,0.0011,1.0246,0.0067,0.0054,0.0051,1.0,0.8682672586015538
GCST90275147,ADHD-age-sex-M1,GCST90042778,anxiety-1,0.3756,0.1212,3.0983,0.0019,0.0263,0.0085,1.0041,0.0065,0.0061,0.0053,0.055400944986492354,0.006767491166077739
GCST90042778,anxiety-1,GCST90275155,mdd-5,0.5664,0.1582,3.5795,0.0003,0.1182,0.0095,1.0301,0.0074,0.0091,0.0048,0.00986273900053093,0.0012047808764940238
GCST90275156,schizo-age-sex-M1,GCST90275157,schizo-sex-M1,0.9953,0.0035,282.783,0.0,0.1285,0.0125,1.0357,0.0084,0.9879,0.0079,0.0,0.0
GCST90042844,anxiety-treatment-2,GCST90041853,prostate-cancer-5,0.0705,0.1149,0.614,0.5392,0.0179,0.0029,1.0302,0.0107,0.0006,0.0053,1.0,0.7018907682375726
GCST90275153,mdd-age-sex-M1,GCST90275158,schizophrenia-M1,0.8544,0.0395,21.6401,7.539199999999999e-104,0.1287,0.0125,1.0358,0.0084,0.4253,0.0053,3.27432414562693e-101,3.999744e-102
GCST90041833,breast-neoplasm-2,GCST90275154,mdd-sex-M1,0.0285,0.0676,0.4213,0.6735,0.1178,0.0095,1.0285,0.0075,-0.0052,0.005,1.0,0.8005754716981132
GCST90011816,cervical-cancer-2,GCST90255676,crc-cancer-2,0.0667,0.0789,0.846,0.3976,0.0852,0.0095,1.1602,0.0214,0.0115,0.0059,1.0,0.5889504775900074
GCST90042698,lung-cancer-family-sibling,GCST90042672,lung-cancer-family-father,1.1104,0.1986,5.5905,2.2645e-08,0.0132,0.0018,0.9979,0.0081,0.0416,0.0052,1.1678911019046408e-06,1.426635e-07
GCST90042784,depression-postpartum,GCST90043894,prostate-cancer-1,0.2032,0.2824,0.7196,0.4718,0.0254,0.0035,1.043,0.014,-0.0024,0.0051,1.0,0.6492483276450511
GCST90275147,ADHD-age-sex-M1,GCST90275158,schizophrenia-M1,0.6074,0.0354,17.1772,3.9349999999999995e-66,0.1289,0.0126,1.0356,0.0084,0.3604,0.0065,1.1393309204373558e-63,1.3917473684210526e-64
GCST90275153,mdd-age-sex-M1,GCST90042699,intestinal-cancer-sibling,0.4232,0.1763,2.3996,0.0164,0.0022,0.0011,1.011,0.0062,9.6995e-05,0.0047,0.3916929939390789,0.04784717800289436
GCST90043889,breast-neoplasm-1,GCST90042672,lung-cancer-family-father,0.172,0.1025,1.6783,0.0933,0.0132,0.0018,0.9978,0.0081,-0.0061,0.0045,1.0,0.21015955307262568
GCST90011808,prostate-cancer-3,GCST90137412,squamous-carcinoma,0.0897,0.0478,1.8771,0.0605,0.0955,0.0119,0.7882,0.0191,0.0387,0.0063,1.0,0.14784
