"SNP_rm_GWAS1_Nmiss","SNP_rm_GWAS2_Nmiss","SNP_RP_GWAS1_TOTAL","SNP_RP_GWAS1_PERC","SNP_RP_GWAS2_TOTAL","SNP_RP_GWAS2_PERC","h2_1","h2_1_se","h2_2","h2_2_se","gcov","gcov_se","rg","se","p","output_file","output_file_path","id_1","label_1","id_2","label_2"
0,0,1029738,1029876,1029867,1029876,0.0065,0.001,0.0085,0.001,-3e-04,6e-04,-0.0398,0.0824,0.629,"GCST90435631_lymph-node-malignant-neoplasm_GCST90042670_prostate-cancer-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435631_lymph-node-malignant-neoplasm_GCST90042670_prostate-cancer-father.Rout","GCST90435631","lymph-node-malignant-neoplasm","GCST90042670","prostate-cancer-father"
2336,0,1026422,1029876,1029738,1029876,0.0249,0.0046,0.0184,0.0023,0.0027,0.0012,0.1279,0.0586,0.0291,"GCST90011808_prostate-cancer-3_GCST90435597_skin-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90011808_prostate-cancer-3_GCST90435597_skin-neoplasm.Rout","GCST90011808","prostate-cancer-3","GCST90435597","skin-neoplasm"
0,0,1029738,1029876,1029738,1029876,0.0207,0.0018,0.0071,8e-04,0.0046,8e-04,0.3807,0.0674,1.65e-08,"GCST90435597_skin-neoplasm_GCST90435663_skin-benign-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435597_skin-neoplasm_GCST90435663_skin-benign-neoplasm.Rout","GCST90435597","skin-neoplasm","GCST90435663","skin-benign-neoplasm"
0,0,1029876,1029876,1027244,1029876,0.0171,0.0013,0.012,9e-04,-0.0011,8e-04,-0.0757,0.0557,0.174,"GCST90012878_alzheimers-disease-family-his","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90012878_alzheimers-disease-family-history_GCST90225528_anxiety-any.Rout","GCST90012878","alzheimers-disease-family-history","GCST90225528","anxiety-any"
0,0,1029099,1029876,1029738,1029876,0.1998,0.006,0.0065,9e-04,0.0061,0.0014,0.1696,0.038,8.19e-06,"GCST90275155_mdd-5_GCST90436787_musculoskeletal-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275155_mdd-5_GCST90436787_musculoskeletal-disorder.Rout","GCST90275155","mdd-5","GCST90436787","musculoskeletal-disorder"
0,0,1029335,1029876,1029239,1029876,0,0,0.0173,0.0019,0.0012,0.0016,Inf,NA,NA,"GCST90428116_breast-cancer-4_GCST005903_mdd-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90428116_breast-cancer-4_GCST005903_mdd-2.Rout","GCST90428116","breast-cancer-4","GCST005903","mdd-2"
0,0,1029099,1029876,1029738,1029876,0.368,0.0101,0.1496,0.0108,0.0751,0.006,0.3199,0.0269,1.62e-32,"GCST90275149_ADHD-1_GCST009980_mdd-trauma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275149_ADHD-1_GCST009980_mdd-trauma.Rout","GCST90275149","ADHD-1","GCST009980","mdd-trauma"
0,2985,1029876,1029876,1025955,1029876,0.0093,0.0043,0.0213,0.004,3e-04,9e-04,0.0235,0.0663,0.723,"GCST90012878_alzheimers-disease-family-his","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90012878_alzheimers-disease-family-history_GCST90011804_breast-carcinoma-1.Rout","GCST90012878","alzheimers-disease-family-history","GCST90011804","breast-carcinoma-1"
0,0,1019367,1029876,1029721,1029876,0.1337,0.0122,0.3899,0.015,0.0681,0.0068,0.2983,0.0318,6.43e-21,"GCST010514_autism-2_GCST90128471-male_SCZ-PGC-2022-males.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST010514_autism-2_GCST90128471-male_SCZ-PGC-2022-males.Rout","GCST010514","autism-2","GCST90128471-male","SCZ-PGC-2022-males"
0,0,1029867,1029876,1029738,1029876,0.0043,8e-04,0.0207,0.0018,9e-04,6e-04,0.0988,0.06,0.0993,"GCST90042684_lung-cancer-family-mother_GCST90435597_skin-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042684_lung-cancer-family-mother_GCST90435597_skin-neoplasm.Rout","GCST90042684","lung-cancer-family-mother","GCST90435597","skin-neoplasm"
0,0,1029099,1029876,1029738,1029876,0.1998,0.006,0.0169,0.0011,0.0371,0.002,0.6385,0.0398,7.23e-58,"GCST90275155_mdd-5_GCST90435857_mood-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275155_mdd-5_GCST90435857_mood-disorder.Rout","GCST90275155","mdd-5","GCST90435857","mood-disorder"
0,0,1029335,1029876,1029738,1029876,0,0,0.0024,0.0011,-5e-04,0.0013,-Inf,NA,NA,"GCST90428117_prostate-cancer_GCST90436510_uterine-polyp-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90428117_prostate-cancer_GCST90436510_uterine-polyp-1.Rout","GCST90428117","prostate-cancer","GCST90436510","uterine-polyp-1"
0,0,1019367,1029876,1029738,1029876,0.1337,0.0122,0.0142,0.0018,-8e-04,0.0025,-0.0185,0.0574,0.747,"GCST010514_autism-2_GCST90435602_breast-cancer-3.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST010514_autism-2_GCST90435602_breast-cancer-3.Rout","GCST010514","autism-2","GCST90435602","breast-cancer-3"
0,0,972817,1029876,1027982,1029876,0.032,0.0079,0.0755,0.0061,0.0099,0.0046,0.2016,0.0986,0.0409,"GCST004744_adenocarcinoma-lung_GCST010010_mdd-lifetime-recurrent.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004744_adenocarcinoma-lung_GCST010010_mdd-lifetime-recurrent.Rout","GCST004744","adenocarcinoma-lung","GCST010010","mdd-lifetime-recurrent"
0,0,971300,1029876,1029738,1029876,0.0547,0.0126,0.105,0.0162,0.0146,0.0082,0.1925,0.1112,0.0834,"GCST004748_lung-carcinoma-1_GCST009980_mdd-trauma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004748_lung-carcinoma-1_GCST009980_mdd-trauma.Rout","GCST004748","lung-carcinoma-1","GCST009980","mdd-trauma"
0,0,1025340,1029876,1029738,1029876,0.4231,0.0115,0.0048,0.001,-9e-04,0.0017,-0.0197,0.0366,0.59,"GCST009337_SCZ-PGC-2019_GCST90436510_uterine-polyp-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST009337_SCZ-PGC-2019_GCST90436510_uterine-polyp-1.Rout","GCST009337","SCZ-PGC-2019","GCST90436510","uterine-polyp-1"
0,0,1025614,1029876,1027244,1029876,0.0391,0.0032,0.045,0.0018,0.0019,0.002,0.0458,0.0471,0.331,"GCST006464_endometrial-carcinoma-2_GCST90129450_migraine-disorder-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006464_endometrial-carcinoma-2_GCST90129450_migraine-disorder-1.Rout","GCST006464","endometrial-carcinoma-2","GCST90129450","migraine-disorder-1"
0,0,1016803,1029876,1029738,1029876,0.0384,0.0036,0.0096,0.0011,2e-04,0.001,0.012,0.0539,0.824,"GCST90027164_lateral-sclerosis-1_GCST90435864_anxiety-4.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90027164_lateral-sclerosis-1_GCST90435864_anxiety-4.Rout","GCST90027164","lateral-sclerosis-1","GCST90435864","anxiety-4"
0,0,1025340,1029876,1029738,1029876,0.4231,0.0115,0.0207,0.0018,2e-04,0.0019,0.0023,0.0207,0.91,"GCST009337_SCZ-PGC-2019_GCST90435597_skin-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST009337_SCZ-PGC-2019_GCST90435597_skin-neoplasm.Rout","GCST009337","SCZ-PGC-2019","GCST90435597","skin-neoplasm"
0,0,1029867,1029876,1029738,1029876,0.0311,0.0022,0.0178,0.0017,1.64e-05,9e-04,7e-04,0.0383,0.985,"GCST90042843_anxiety-treatment-1_GCST90435600_breast-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042843_anxiety-treatment-1_GCST90435600_breast-cancer-1.Rout","GCST90042843","anxiety-treatment-1","GCST90435600","breast-cancer-1"
0,0,1029720,1029876,1029867,1029876,0.0696,0.0021,0.0323,0.0032,9e-04,0.0011,0.0197,0.0239,0.411,"PGC-BIP-2021_BIP-PGC-2021_GCST90043894_prostate-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/PGC-BIP-2021_BIP-PGC-2021_GCST90043894_prostate-cancer-1.Rout","PGC-BIP-2021","BIP-PGC-2021","GCST90043894","prostate-cancer-1"
0,336,1029767,1029876,836400,1029876,0.049,0.0119,0.1216,0.0106,0.017,0.005,0.2202,0.0828,0.00787,"GCST007511_alzheimers-late-onset-1_GCST90271613_partial-epilepsy-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST007511_alzheimers-late-onset-1_GCST90271613_partial-epilepsy-1.Rout","GCST007511","alzheimers-late-onset-1","GCST90271613","partial-epilepsy-1"
0,0,1027244,1029876,1029738,1029876,0.0115,8e-04,0.0169,0.0011,0.0098,4e-04,0.7008,0.0463,8.28e-52,"GCST90225529_anxiety-others_GCST90435857_mood-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225529_anxiety-others_GCST90435857_mood-disorder.Rout","GCST90225529","anxiety-others","GCST90435857","mood-disorder"
0,0,1029099,1029876,1025331,1029876,0.368,0.0101,0.0162,0.0023,0.0502,0.0032,0.6504,0.0623,1.55e-25,"GCST90275149_ADHD-1_GCST009315_PTSD-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275149_ADHD-1_GCST009315_PTSD-PGC-2019.Rout","GCST90275149","ADHD-1","GCST009315","PTSD-PGC-2019"
0,0,1029867,1029876,1029239,1029876,0.0145,0.0012,0.0214,0.0015,0.004,0.001,0.2294,0.0564,4.74e-05,"GCST90042860_crc-benign-neoplasm_GCST005903_mdd-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042860_crc-benign-neoplasm_GCST005903_mdd-2.Rout","GCST90042860","crc-benign-neoplasm","GCST005903","mdd-2"
0,0,1029867,1029876,907187,1029876,0.0335,0.0031,0.0437,0.006,-0.0011,0.0016,-0.0295,0.043,0.493,"GCST90042843_anxiety-treatment-1_GCST90137411_bcc-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042843_anxiety-treatment-1_GCST90137411_bcc-2.Rout","GCST90042843","anxiety-treatment-1","GCST90137411","bcc-2"
0,0,1023434,1029876,1027982,1029876,0.113,0.008,0.0763,0.0045,0.0042,0.0027,0.0455,0.0284,0.11,"GCST90255675_crc-cancer-1_GCST010010_mdd-lifetime-recurrent.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255675_crc-cancer-1_GCST010010_mdd-lifetime-recurrent.Rout","GCST90255675","crc-cancer-1","GCST010010","mdd-lifetime-recurrent"
0,0,1029738,1029876,1029099,1029876,0.0096,0.0011,0.1826,0.0047,0.0203,0.0015,0.4849,0.0413,8.57e-32,"GCST90435864_anxiety-4_GCST90275153_mdd-age-sex-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435864_anxiety-4_GCST90275153_mdd-age-sex-M1.Rout","GCST90435864","anxiety-4","GCST90275153","mdd-age-sex-M1"
0,0,971300,1029876,1015421,1029876,0.0547,0.0126,0.2999,0.0443,0.0177,0.0099,0.1379,0.0805,0.087,"GCST004748_lung-carcinoma-1_GCST003566_multiple-sclerosis-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004748_lung-carcinoma-1_GCST003566_multiple-sclerosis-1.Rout","GCST004748","lung-carcinoma-1","GCST003566","multiple-sclerosis-1"
0,0,1029867,1029876,971756,1029876,0.0057,0.0011,0.0227,0.0083,0.001,0.0018,0.091,0.1536,0.553,"GCST90043889_breast-neoplasm-1_GCST004750_lung-cancer-squamous.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90043889_breast-neoplasm-1_GCST004750_lung-cancer-squamous.Rout","GCST90043889","breast-neoplasm-1","GCST004750","lung-cancer-squamous"
0,0,1006053,1029876,1029099,1029876,0.1012,0.003,0.1832,0.009,0.0811,0.0034,0.5952,0.0344,6.36e-67,"PGC-ADHD-2022_ADHD-PGC-2022_GCST90275150_autism-age-sex-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/PGC-ADHD-2022_ADHD-PGC-2022_GCST90275150_autism-age-sex-M1.Rout","PGC-ADHD-2022","ADHD-PGC-2022","GCST90275150","autism-age-sex-M1"
0,0,1008231,1029876,1025331,1029876,0.0473,0.0087,0.0173,0.0023,-0.0023,0.0029,-0.0817,0.102,0.423,"GCST002245_alzheimers-late-onset-4_GCST009315_PTSD-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST002245_alzheimers-late-onset-4_GCST009315_PTSD-PGC-2019.Rout","GCST002245","alzheimers-late-onset-4","GCST009315","PTSD-PGC-2019"
0,0,971300,1029876,1016163,1029876,0.0547,0.0126,0.0235,0.0027,0.0061,0.0023,0.1695,0.0794,0.0329,"GCST004748_lung-carcinoma-1_GCST90239856_uterine-leiomyoma-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004748_lung-carcinoma-1_GCST90239856_uterine-leiomyoma-2.Rout","GCST004748","lung-carcinoma-1","GCST90239856","uterine-leiomyoma-2"
0,5,1029867,1029876,134012,1029876,0.0227,0.0047,0,0,0.0024,0.0027,Inf,NA,NA,"GCST90042786_depression-trauma_GCST012431_parkinsons-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042786_depression-trauma_GCST012431_parkinsons-1.Rout","GCST90042786","depression-trauma","GCST012431","parkinsons-1"
0,0,1029099,1029876,1029867,1029876,0.2492,0.0072,0.0182,0.0015,-0.001,0.0019,-0.0144,0.0279,0.604,"GCST90275151_autism-sex-M1_GCST90041830_non-epithelial-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275151_autism-sex-M1_GCST90041830_non-epithelial-carcinoma.Rout","GCST90275151","autism-sex-M1","GCST90041830","non-epithelial-carcinoma"
911853,0,24750,1029876,971756,1029876,1,0,0.0227,0.0083,8.83e-07,1.77e-06,5.86e-06,1.18e-05,0.619,"GCST001241_BIP-PGC-2011_GCST004750_lung-cancer-squamous.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST001241_BIP-PGC-2011_GCST004750_lung-cancer-squamous.Rout","GCST001241","BIP-PGC-2011","GCST004750","lung-cancer-squamous"
321,0,797259,1029876,1029770,1029876,0.1186,0.0084,0.0142,0.0012,0.0045,0.0016,0.1086,0.04,0.00665,"GCST90271619_partial-epilepsy-2_GCST90320057_renal-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90271619_partial-epilepsy-2_GCST90320057_renal-carcinoma.Rout","GCST90271619","partial-epilepsy-2","GCST90320057","renal-carcinoma"
0,0,1029867,1029876,1016163,1029876,0.021,0.0027,0.0201,0.0021,0.0035,0.0011,0.1721,0.0545,0.0016,"GCST90042844_anxiety-treatment-2_GCST90239856_uterine-leiomyoma-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042844_anxiety-treatment-2_GCST90239856_uterine-leiomyoma-2.Rout","GCST90042844","anxiety-treatment-2","GCST90239856","uterine-leiomyoma-2"
280,0,835841,1029876,834663,1029876,0.1448,0.0096,0,0,-6e-04,7e-04,-Inf,NA,NA,"GCST90271611_epilepsy-2_GCST90399736_thyroid-cancer.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90271611_epilepsy-2_GCST90399736_thyroid-cancer.Rout","GCST90271611","epilepsy-2","GCST90399736","thyroid-cancer"
0,0,1029099,1029876,1029335,1029876,0.178,0.0101,0,0,-0.0024,0.004,-Inf,NA,NA,"GCST90275151_autism-sex-M1_GCST90428117_prostate-cancer.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275151_autism-sex-M1_GCST90428117_prostate-cancer.Rout","GCST90275151","autism-sex-M1","GCST90428117","prostate-cancer"
0,0,1027876,1029876,1027179,1029876,0.0279,0.007,0.0342,0.0025,0.0021,0.0027,0.0683,0.0882,0.439,"GCST004692_lateral-sclerosis-2_GCST90013410_bcc-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004692_lateral-sclerosis-2_GCST90013410_bcc-1.Rout","GCST004692","lateral-sclerosis-2","GCST90013410","bcc-1"
0,0,1029335,1029876,1027244,1029876,0,0,0.042,0.0024,7e-04,0.0018,Inf,NA,NA,"GCST90428116_breast-cancer-4_GCST90129443_headache-disorder-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90428116_breast-cancer-4_GCST90129443_headache-disorder-2.Rout","GCST90428116","breast-cancer-4","GCST90129443","headache-disorder-2"
0,0,1027244,1029876,1029867,1029876,0.012,9e-04,0.0391,0.0025,0.0179,0.0011,0.8292,0.0639,1.68e-38,"GCST90225528_anxiety-any_GCST90042841_anxiety-medication.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225528_anxiety-any_GCST90042841_anxiety-medication.Rout","GCST90225528","anxiety-any","GCST90042841","anxiety-medication"
0,0,1025614,1029876,1029099,1029876,0.0723,0.0078,0.1826,0.0047,0.0038,0.0036,0.033,0.0313,0.292,"GCST006465_endometrial-carcinoma-1_GCST90275153_mdd-age-sex-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006465_endometrial-carcinoma-1_GCST90275153_mdd-age-sex-M1.Rout","GCST006465","endometrial-carcinoma-1","GCST90275153","mdd-age-sex-M1"
0,0,1029867,1029876,1025340,1029876,0.0323,0.0032,0.4231,0.0115,9e-04,0.0023,0.0073,0.0198,0.712,"GCST90043894_prostate-cancer-1_GCST009337_SCZ-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90043894_prostate-cancer-1_GCST009337_SCZ-PGC-2019.Rout","GCST90043894","prostate-cancer-1","GCST009337","SCZ-PGC-2019"
0,304,1023434,1029876,836495,1029876,0.1036,0.0085,0.2967,0.0142,0.0018,0.0044,0.0105,0.025,0.673,"GCST90255675_crc-cancer-1_GCST90271612_generalised-epilepsy.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255675_crc-cancer-1_GCST90271612_generalised-epilepsy.Rout","GCST90255675","crc-cancer-1","GCST90271612","generalised-epilepsy"
0,0,1029867,1029876,1029867,1029876,0.0047,0.0012,0.0073,0.001,-5.3e-05,7e-04,-0.009,0.1176,0.939,"GCST90042700_breast-cancer-family-siblings_GCST90042669_depression-family-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042700_breast-cancer-family-siblings_GCST90042669_depression-family-father.Rout","GCST90042700","breast-cancer-family-siblings","GCST90042669","depression-family-father"
0,0,1029530,1029876,1029721,1029876,0.375,0.0149,0.2969,0.0089,0.0046,0.0068,0.0139,0.0202,0.492,"GCST003740_adenocarcinoma-barret-oesophagus_GCST90128471-females_SCZ-PGC-2022-females.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003740_adenocarcinoma-barret-oesophagus_GCST90128471-females_SCZ-PGC-2022-females.Rout","GCST003740","adenocarcinoma-barret-oesophagus","GCST90128471-females","SCZ-PGC-2022-females"
0,0,1029738,1029876,1029867,1029876,0.0178,0.0017,0.0095,0.001,5e-04,7e-04,0.0383,0.0541,0.478,"GCST90435601_breast-cancer-2_GCST90042682_depression-family-mother.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435601_breast-cancer-2_GCST90042682_depression-family-mother.Rout","GCST90435601","breast-cancer-2","GCST90042682","depression-family-mother"
0,0,1029867,1029876,1029738,1029876,0.0145,0.0012,0.0065,9e-04,0.0031,7e-04,0.3154,0.0807,9.3e-05,"GCST90042860_crc-benign-neoplasm_GCST90436787_musculoskeletal-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042860_crc-benign-neoplasm_GCST90436787_musculoskeletal-disorder.Rout","GCST90042860","crc-benign-neoplasm","GCST90436787","musculoskeletal-disorder"
1967,0,1027488,1029876,1029738,1029876,0.0052,0.0012,0.0045,9e-04,0.0047,6e-04,0.9835,0.171,8.77e-09,"GCST90011809_melanoma-1_GCST90435663_skin-benign-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90011809_melanoma-1_GCST90435663_skin-benign-neoplasm.Rout","GCST90011809","melanoma-1","GCST90435663","skin-benign-neoplasm"
0,0,1027982,1029876,1029867,1029876,0.0763,0.0045,0.0323,0.0032,-2e-04,0.0021,-0.0041,0.0418,0.922,"GCST010010_mdd-lifetime-recurrent_GCST90043894_prostate-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST010010_mdd-lifetime-recurrent_GCST90043894_prostate-cancer-1.Rout","GCST010010","mdd-lifetime-recurrent","GCST90043894","prostate-cancer-1"
0,0,1029876,1029876,1029738,1029876,0.0171,0.0013,0.0101,0.001,-0.0022,9e-04,-0.1715,0.0677,0.0113,"GCST90012878_alzheimers-disease-family-his","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90012878_alzheimers-disease-family-history_GCST90435863_anxiety-3.Rout","GCST90012878","alzheimers-disease-family-history","GCST90435863","anxiety-3"
0,321,1023323,1029876,797259,1029876,0.1032,0.0092,0.1186,0.0084,0.0045,0.0038,0.0411,0.0346,0.236,"GCST90255676_crc-cancer-2_GCST90271619_partial-epilepsy-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255676_crc-cancer-2_GCST90271619_partial-epilepsy-2.Rout","GCST90255676","crc-cancer-2","GCST90271619","partial-epilepsy-2"
0,0,1029867,1029876,1029867,1029876,0.0088,0.0011,0.0063,0.0017,0.0025,8e-04,0.3387,0.1107,0.00221,"GCST90042686_breast-cancer-family-mother_GCST90044453_uterine-polyp-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042686_breast-cancer-family-mother_GCST90044453_uterine-polyp-2.Rout","GCST90042686","breast-cancer-family-mother","GCST90044453","uterine-polyp-2"
716,0,413142,1029876,1029738,1029876,0,0,0.0161,0.0013,0.0026,0.0022,Inf,NA,NA,"GCST001198_multiple-sclerosis-2_GCST90435945_peripheral-cns-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST001198_multiple-sclerosis-2_GCST90435945_peripheral-cns-disorder.Rout","GCST001198","multiple-sclerosis-2","GCST90435945","peripheral-cns-disorder"
0,0,1029767,1029876,1029720,1029876,0.0475,0.015,0.0696,0.0021,-0.0012,0.0019,-0.0213,0.0329,0.519,"GCST007511_alzheimers-late-onset-1_PGC-BIP-2021_BIP-PGC-2021.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST007511_alzheimers-late-onset-1_PGC-BIP-2021_BIP-PGC-2021.Rout","GCST007511","alzheimers-late-onset-1","PGC-BIP-2021","BIP-PGC-2021"
0,0,1029738,1029876,1029867,1029876,0.0096,0.0011,0.0115,0.0014,2e-04,7e-04,0.0221,0.0697,0.751,"GCST90435864_anxiety-4_GCST90041886_breast-carcinoma-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435864_anxiety-4_GCST90041886_breast-carcinoma-2.Rout","GCST90435864","anxiety-4","GCST90041886","breast-carcinoma-2"
0,0,1029720,1029876,907187,1029876,0.0654,0.0024,0.0437,0.006,-5.36e-06,0.0011,-1e-04,0.0214,0.996,"PGC-BIP-2021_BIP-PGC-2021_GCST90137411_bcc-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/PGC-BIP-2021_BIP-PGC-2021_GCST90137411_bcc-2.Rout","PGC-BIP-2021","BIP-PGC-2021","GCST90137411","bcc-2"
0,0,1029867,1029876,1029867,1029876,0.0239,0.006,0.0138,0.0011,0.0103,0.0018,0.5639,0.1254,6.9e-06,"GCST90042778_anxiety-1_GCST90042695_depression-family-sibling.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042778_anxiety-1_GCST90042695_depression-family-sibling.Rout","GCST90042778","anxiety-1","GCST90042695","depression-family-sibling"
0,0,1029876,1029876,1029738,1029876,0.0171,0.0013,0.0102,9e-04,-0.0014,7e-04,-0.1044,0.0544,0.0549,"GCST90012878_alzheimers-disease-family-his","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90012878_alzheimers-disease-family-history_GCST90435666_uterine-benign-neoplasm.Rout","GCST90012878","alzheimers-disease-family-history","GCST90435666","uterine-benign-neoplasm"
0,0,1029867,1029876,1029738,1029876,0.0113,0.001,0.0207,0.0018,0.0023,6e-04,0.1524,0.0405,0.000169,"GCST90042672_lung-cancer-family-father_GCST90435597_skin-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042672_lung-cancer-family-father_GCST90435597_skin-neoplasm.Rout","GCST90042672","lung-cancer-family-father","GCST90435597","skin-neoplasm"
0,0,1029738,1029876,1027810,1029876,0.015,0.0012,0.2293,0.0253,0.0212,0.004,0.3607,0.0692,1.83e-07,"GCST90435857_mood-disorder_GCST007277_TS-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435857_mood-disorder_GCST007277_TS-PGC-2019.Rout","GCST90435857","mood-disorder","GCST007277","TS-PGC-2019"
0,0,1029867,1029876,1029738,1029876,0.0073,0.001,0.0048,0.001,4.62e-05,6e-04,0.0078,0.1069,0.942,"GCST90042669_depression-family-father_GCST90436510_uterine-polyp-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042669_depression-family-father_GCST90436510_uterine-polyp-1.Rout","GCST90042669","depression-family-father","GCST90436510","uterine-polyp-1"
0,0,1023323,1029876,1029867,1029876,0.1108,0.0081,0.0323,0.0032,0.0043,0.0016,0.0725,0.0251,0.00389,"GCST90255676_crc-cancer-2_GCST90043894_prostate-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255676_crc-cancer-2_GCST90043894_prostate-cancer-1.Rout","GCST90255676","crc-cancer-2","GCST90043894","prostate-cancer-1"
0,0,1029867,1029876,1029867,1029876,0.0085,0.001,0.0086,0.0014,0.0018,8e-04,0.2082,0.0987,0.035,"GCST90042686_breast-cancer-family-mother_GCST90042872_uterine-fibroid-leiomyoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042686_breast-cancer-family-mother_GCST90042872_uterine-fibroid-leiomyoma.Rout","GCST90042686","breast-cancer-family-mother","GCST90042872","uterine-fibroid-leiomyoma"
0,0,1029867,1029876,1029867,1029876,0.0138,0.0011,0.0323,0.0032,0.0012,0.0011,0.0588,0.0514,0.253,"GCST90042695_depression-family-sibling_GCST90043894_prostate-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042695_depression-family-sibling_GCST90043894_prostate-cancer-1.Rout","GCST90042695","depression-family-sibling","GCST90043894","prostate-cancer-1"
