id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
GCST90042682,depression-family-mother,GCST003769,depression-symptoms,0.5292,0.0758,6.9828,2.8944e-12,0.0387,0.0034,1.0147,0.0075,0.0478,0.0052
GCST90041833,breast-neoplasm-2,GCST90042669,depression-family-father,-0.1263,0.1095,-1.1528,0.249,0.0069,0.0014,1.0111,0.0069,-0.0024,0.005
GCST90128471-all,SCZ-PGC-2022-all,GCST90435597,skin-neoplasm,-0.0103,0.0379,-0.2722,0.7855,0.0182,0.003,1.0203,0.0137,0.004,0.0076
GCST006465,endometrial-carcinoma-1,GCST90128471-all,SCZ-PGC-2022-all,0.0408,0.0661,0.6171,0.5372,0.3447,0.0166,1.161,0.0223,0.0369,0.0082
GCST90435864,anxiety-4,GCST90428116,breast-cancer-4,0.0101,0.123,0.0817,0.9348,0.0218,0.0036,1.0319,0.0086,0.0042,0.0053
GCST90435602,breast-cancer-3,GCST009979,mdd-1,0.0411,0.068,0.605,0.5452,0.079,0.006,1.0166,0.0075,0.006,0.0048
GCST90275150,autism-age-sex-M1,GCST90246358,cervical-cancer-1,-0.0682,0.0622,-1.0971,0.2726,0.0052,0.0014,0.9755,0.0076,0.005,0.004
GCST90042841,anxiety-medication,GCST009158,uterine-fibroid-1,-0.1871,0.0793,-2.3582,0.0184,0.0209,0.0029,0.9825,0.009,-0.0055,0.0049
GCST90275149,ADHD-1,GCST90128471-male,SCZ-PGC-2022-males,0.1688,0.0349,4.8323,1.3498e-06,0.3834,0.0205,1.0704,0.0138,0.0064,0.0074
GCST006465,endometrial-carcinoma-1,GCST90042670,prostate-cancer-father,-0.173,0.2199,-0.7865,0.4315,0.0052,0.0014,1.0328,0.0102,-0.0017,0.0065
GCST90042670,prostate-cancer-father,GCST90435666,uterine-benign-neoplasm,0.1179,0.1329,0.8872,0.375,0.0107,0.0024,1.0218,0.0074,-0.0025,0.0042
GCST90428116,breast-cancer-4,GCST90255676,crc-cancer-2,0.0491,0.063,0.7803,0.4352,0.0809,0.0094,1.1513,0.0194,0.0079,0.0063
GCST90275150,autism-age-sex-M1,GCST90435666,uterine-benign-neoplasm,0.3154,0.0856,3.6854,0.0002,0.0108,0.0023,1.0218,0.0072,-0.0115,0.0046
GCST90042682,depression-family-mother,GCST90129443,headache-disorder-2,0.1812,0.0569,3.1871,0.0014,0.0392,0.0026,1.0567,0.0103,0.0448,0.0056
GCST90042673,intestinal-cancer-father,GCST006803,SCZ-PGC-2018,0.0435,0.096,0.4525,0.6509,1.1916,0.0486,1.1203,0.0143,0.0095,0.0063
GCST90041853,prostate-cancer-5,GCST009337,SCZ-PGC-2019,0.0324,0.051,0.6344,0.5258,0.4415,0.0203,1.0984,0.0129,-0.0087,0.0066
GCST90255676,crc-cancer-2,GCST004744,adenocarcinoma-lung,0.1619,0.057,2.8415,0.0045,0.0634,0.0111,1.0412,0.0082,0.0313,0.0056
GCST90428116,breast-cancer-4,GCST90435859,depression-disorder,0.0359,0.0755,0.4757,0.6343,0.0157,0.0014,0.9984,0.0065,0.0037,0.0051
GCST004692,lateral-sclerosis-2,GCST90436510,uterine-polyp-1,-0.595,0.2972,-2.0021,0.0453,0.0045,0.0021,1.0051,0.0067,0.0122,0.0044
GCST90275148,ADHD-sex-M1,GCST006464,endometrial-carcinoma-2,0.0573,0.0606,0.9454,0.3445,0.0256,0.0046,1.0654,0.0077,0.0111,0.0054
GCST90435863,anxiety-3,GCST90137411,bcc-2,-0.0337,0.0639,-0.5274,0.5979,0.0697,0.0121,0.9758,0.0235,0.0072,0.0056
GCST004692,lateral-sclerosis-2,GCST90275153,mdd-age-sex-M1,0.0529,0.1159,0.4566,0.648,0.1073,0.0094,1.0221,0.007,0.0013,0.0049
GCST010514,autism-2,GCST004749,lung-carcinoma-smokers,0.0047,0.0628,0.0752,0.94,0.1049,0.0292,1.0487,0.0105,-0.0076,0.0051
GCST90225528,anxiety-any,GCST90239856,uterine-leiomyoma-2,0.0178,0.0587,0.3029,0.762,0.0253,0.0029,1.0293,0.0132,0.0127,0.0056
GCST90255676,crc-cancer-2,GCST90042685,intestinal-cancer-mother,0.7642,0.1449,5.2743,1.3328e-07,0.0033,0.001,1.0094,0.0065,0.0307,0.0068
GCST005902,depression-broad,GCST90320057,renal-carcinoma,0.141,0.0358,3.9325,8.4050e-05,0.0131,0.0012,0.9905,0.0117,0.0003,0.0058
GCST90042843,anxiety-treatment-1,GCST90436787,musculoskeletal-disorder,-0.0893,0.1457,-0.613,0.5398,0.0051,0.0014,0.9957,0.0075,0.0095,0.0055
GCST90011809,melanoma-1,GCST90128471-male,SCZ-PGC-2022-males,-0.1568,0.0523,-2.9976,0.0027,0.3847,0.0206,1.0688,0.0141,0.0036,0.0066
GCST90275151,autism-sex-M1,GCST90435602,breast-cancer-3,-0.0322,0.067,-0.4813,0.6303,0.0198,0.0032,1.0418,0.0098,0.0018,0.0057
GCST008465,ANN-PGC-2019,GCST90042673,intestinal-cancer-father,0.0283,0.1472,0.1922,0.8476,0.0016,0.0012,1.0286,0.0082,0.0023,0.007
GCST90042778,anxiety-1,GCST004748,lung-carcinoma-1,0.0405,0.0982,0.4122,0.6802,0.0841,0.0167,1.0497,0.0119,0.0009,0.0049
GCST90042778,anxiety-1,GCST004750,lung-cancer-squamous,-0.0996,0.161,-0.6187,0.5361,0.0559,0.0151,1.0382,0.0096,0.0048,0.005
GCST90042841,anxiety-medication,GCST009337,SCZ-PGC-2019,0.3411,0.0481,7.0892,1.3492e-12,0.4415,0.0203,1.0983,0.0128,0.0167,0.0067
GCST90042700,breast-cancer-family-siblings,GCST90128471-females,SCZ-PGC-2022-females,0.1401,0.1087,1.2887,0.1975,0.2864,0.0192,1.0829,0.0124,-0.0078,0.0059
GCST90225527,anxiety-2,GCST90011804,breast-carcinoma-1,0.0623,0.0806,0.7722,0.44,0.0273,0.0039,1.0636,0.014,0.0022,0.0054
GCST90042700,breast-cancer-family-siblings,GCST90042682,depression-family-mother,-0.0738,0.1288,-0.573,0.5667,0.0089,0.0013,1.0201,0.0077,0.0016,0.0045
GCST90042778,anxiety-1,GCST90435600,breast-cancer-1,-0.1703,0.1592,-1.0702,0.2845,0.0111,0.0018,1.0427,0.0102,0.0056,0.0053
GCST90129450,migraine-disorder-1,GCST003566,multiple-sclerosis-1,0.0926,0.0668,1.3864,0.1656,0.2988,0.1119,1.0667,0.017,-0.0016,0.006
GCST90042685,intestinal-cancer-mother,GCST90436510,uterine-polyp-1,-0.1958,0.2644,-0.7406,0.459,0.0048,0.0021,1.0031,0.0068,0.0097,0.0046
GCST90027164,lateral-sclerosis-1,GCST90246357,cervical-dysplasia,0.0319,0.1579,0.2022,0.8398,0.0035,0.0029,1.0044,0.0076,-0.012,0.0041
GCST007511,alzheimers-late-onset-1,GCST90042682,depression-family-mother,-0.0849,0.1018,-0.8333,0.4047,0.0089,0.0013,1.0199,0.0077,0.0046,0.0049
GCST90246358,cervical-cancer-1,GCST90435667,uterine-leiomyoma,0.0047,0.1003,0.0466,0.9628,0.0117,0.0023,1.0203,0.0074,0.0022,0.0039
GCST008465,ANN-PGC-2019,GCST012431,parkinsons-1,-0.112,0.0981,-1.1412,0.2538,0.3527,0.1182,1.0235,0.0236,0.0241,0.0132
GCST90435857,mood-disorder,GCST90239856,uterine-leiomyoma-2,0.0939,0.0513,1.832,0.067,0.0252,0.0027,1.0288,0.0124,0.021,0.005
GCST006464,endometrial-carcinoma-2,GCST010010,mdd-lifetime-recurrent,0.1742,0.1104,1.5782,0.1145,0.0673,0.0089,1.0213,0.0078,-0.001,0.0054
GCST90042844,anxiety-treatment-2,GCST90042673,intestinal-cancer-father,0.152,0.2166,0.7017,0.4829,0.0018,0.001,1.0241,0.0064,-0.0011,0.0053
GCST005902,depression-broad,GCST003740,adenocarcinoma-barret-oesophagus,0.1188,0.0485,2.4482,0.0144,0.2404,0.0295,1.0037,0.0094,0.0042,0.0058
GCST90042860,crc-benign-neoplasm,GCST90435859,depression-disorder,0.3019,0.0653,4.6211,3.8175e-06,0.0165,0.0015,0.997,0.0069,0.0385,0.0046
GCST007511,alzheimers-late-onset-1,GCST90435600,breast-cancer-1,-0.0953,0.0887,-1.0742,0.2827,0.0116,0.0018,1.0385,0.0096,0.0003,0.0049
GCST90225528,anxiety-any,GCST90275151,autism-sex-M1,0.309,0.0697,4.4323,9.3253e-06,0.1503,0.0118,1.0313,0.0086,0.0011,0.0056
GCST90042684,lung-cancer-family-mother,GCST90042696,prostate-cancer-sibling,0.7267,0.4235,1.716,0.0862,0.0015,0.0011,1.002,0.0063,0.003,0.0051
GCST90275147,ADHD-age-sex-M1,GCST90435857,mood-disorder,0.6007,0.0481,12.4945,8.0008e-36,0.0161,0.0014,1.002,0.007,0.0073,0.0055
GCST90042784,depression-postpartum,GCST90435945,peripheral-cns-disorder,0.2195,0.2061,1.0648,0.287,0.0167,0.0016,1.0251,0.0085,0.0046,0.0046
GCST90042686,breast-cancer-family-mother,GCST90435859,depression-disorder,-0.0494,0.0871,-0.567,0.5707,0.0165,0.0015,0.997,0.0069,-0.002,0.005
GCST90042672,lung-cancer-family-father,GCST90042672,lung-cancer-family-father,1.0,2.1871e-06,457221.8384,0.0,0.0132,0.0018,0.9979,0.0081,0.9979,0.0081
GCST004692,lateral-sclerosis-2,GCST90275158,schizophrenia-M1,0.3675,0.1281,2.8686,0.0041,0.1272,0.0129,1.0377,0.0088,-0.0046,0.0048
GCST90428116,breast-cancer-4,GCST006803,SCZ-PGC-2018,0.0213,0.0418,0.5091,0.6107,1.1778,0.0512,1.1136,0.0158,-0.0081,0.0065
GCST010514,autism-2,GCST003566,multiple-sclerosis-1,-0.0482,0.063,-0.7646,0.4445,0.3067,0.1088,1.0647,0.0168,0.0025,0.0061
GCST90225527,anxiety-2,GCST90435864,anxiety-4,0.925,0.0773,11.9707,5.0608e-33,0.0073,0.0013,1.0101,0.007,0.4652,0.0052
GCST90042786,depression-trauma,GCST90128471-females,SCZ-PGC-2022-females,0.1357,0.0888,1.5275,0.1266,0.2863,0.0192,1.0829,0.0124,0.0016,0.0056
GCST004692,lateral-sclerosis-2,GCST90320057,renal-carcinoma,0.1372,0.0984,1.3949,0.1631,0.0132,0.0012,0.9891,0.0112,0.0231,0.005
GCST90042843,anxiety-treatment-1,GCST006464,endometrial-carcinoma-2,0.0201,0.1047,0.1922,0.8476,0.0237,0.0045,1.0699,0.0083,-0.0033,0.0057
GCST90012878,alzheimers-disease-family-history,GCST90044335,glaucoma,-0.0344,0.0932,-0.3694,0.7118,0.0325,0.0039,1.0392,0.0084,-0.0059,0.0054
GCST005902,depression-broad,GCST90042672,lung-cancer-family-father,0.1441,0.0479,3.0083,0.0026,0.0132,0.0017,0.9982,0.008,0.0203,0.0053
PGC-BIP-2021,BIP-PGC-2021,GCST90436510,uterine-polyp-1,-0.1051,0.093,-1.1299,0.2585,0.0056,0.0023,0.9985,0.0077,0.0057,0.0065
GCST90128471-male,SCZ-PGC-2022-males,GCST007277,TS-PGC-2019,0.115,0.0526,2.1884,0.0286,0.2587,0.0405,1.0408,0.0084,0.0109,0.0068
GCST90044335,glaucoma,GCST90275155,mdd-5,0.0552,0.067,0.8235,0.4102,0.1182,0.0095,1.0301,0.0075,0.0005,0.0053
GCST90042841,anxiety-medication,GCST90399736,thyroid-cancer,-0.0066,0.0825,-0.0799,0.9363,0.0034,0.001,1.0067,0.0073,-0.0071,0.005
GCST90435602,breast-cancer-3,GCST90011808,prostate-cancer-3,0.0552,0.0713,0.7744,0.4387,0.0337,0.0046,1.0541,0.0195,0.0034,0.0058
GCST003769,depression-symptoms,GCST90271612,generalised-epilepsy,0.1641,0.0676,2.4284,0.0152,0.2446,0.0232,1.0834,0.014,-0.0231,0.0085
GCST90275158,schizophrenia-M1,GCST90128471-all,SCZ-PGC-2022-all,0.5712,0.0356,16.0607,4.8116e-58,0.3438,0.0162,1.161,0.0198,0.0838,0.0079
GCST006464,endometrial-carcinoma-2,GCST001198,multiple-sclerosis-2,0.0734,0.1044,0.7032,0.4819,0.1488,0.0709,1.0322,0.0158,0.0263,0.0057
GCST90042844,anxiety-treatment-2,GCST90246357,cervical-dysplasia,0.0911,0.1722,0.5289,0.5969,0.0038,0.0029,1.0036,0.0071,-0.0051,0.0042
GCST90011808,prostate-cancer-3,GCST90011808,prostate-cancer-3,1.0,1.9740e-05,50659.378,0.0,0.0337,0.0046,1.054,0.0195,1.054,0.0195
GCST90435600,breast-cancer-1,GCST009981,mdd-notrauma,-0.0176,0.1232,-0.1427,0.8865,0.0322,0.0092,1.0144,0.0066,0.0076,0.0046
GCST003740,adenocarcinoma-barret-oesophagus,GCST006803,SCZ-PGC-2018,0.0869,0.0435,1.9986,0.0457,1.1987,0.0494,1.1156,0.0143,0.0356,0.0076
GCST90011816,cervical-cancer-2,GCST90436787,musculoskeletal-disorder,0.2303,0.1516,1.5192,0.1287,0.0051,0.0013,0.9954,0.0071,-0.0007,0.0047
GCST007511,alzheimers-late-onset-1,GCST90271611,epilepsy-2,0.0993,0.1029,0.9657,0.3342,0.0885,0.0117,1.1304,0.0115,0.0107,0.0074
PGC-ADHD-2022,ADHD-PGC-2022,GCST90271619,partial-epilepsy-2,0.0424,0.0831,0.51,0.61,0.0452,0.0111,1.025,0.009,0.0247,0.008
GCST90012878,alzheimers-disease-family-history,GCST90011804,breast-carcinoma-1,0.0436,0.0797,0.5477,0.5839,0.0272,0.0039,1.064,0.014,-0.0045,0.0054
GCST90246358,cervical-cancer-1,GCST90435663,skin-benign-neoplasm,-0.0961,0.1138,-0.8449,0.3982,0.0038,0.0012,1.0128,0.0075,0.0026,0.0035
GCST90041833,breast-neoplasm-2,GCST90011808,prostate-cancer-3,0.0855,0.0754,1.1341,0.2567,0.0333,0.0046,1.0555,0.0197,-7.2264e-05,0.0058
GCST90435864,anxiety-4,GCST009337,SCZ-PGC-2019,0.3245,0.056,5.7922,6.9479e-09,0.4459,0.0197,1.0923,0.0137,0.0102,0.0062
GCST90128471-male,SCZ-PGC-2022-males,GCST006803,SCZ-PGC-2018,1.0352,0.0091,113.7424,0.0,1.1253,0.0554,1.1605,0.018,0.6416,0.0145
GCST90275148,ADHD-sex-M1,GCST90042784,depression-postpartum,0.2624,0.1984,1.3223,0.1861,0.0095,0.0076,0.998,0.0067,0.0069,0.0055
GCST007511,alzheimers-late-onset-1,GCST90271619,partial-epilepsy-2,0.24,0.1458,1.6467,0.0996,0.0467,0.0109,1.0246,0.0085,0.0004,0.0064
GCST90225528,anxiety-any,GCST006465,endometrial-carcinoma-1,0.0145,0.1233,0.1174,0.9065,0.0349,0.0095,1.0742,0.0084,0.0028,0.0055
GCST90225527,anxiety-2,GCST90042698,lung-cancer-family-sibling,0.1797,0.1432,1.2548,0.2095,0.0042,0.0014,1.0093,0.0069,0.0117,0.0048
GCST90428117,prostate-cancer,GCST90435597,skin-neoplasm,0.046,0.0656,0.7017,0.4829,0.0169,0.0025,1.0221,0.0109,0.049,0.0053
GCST90042669,depression-family-father,GCST90435859,depression-disorder,0.4917,0.0871,5.6432,1.6690e-08,0.0165,0.0015,0.9968,0.0069,0.0428,0.0052
GCST90246358,cervical-cancer-1,GCST90137411,bcc-2,-0.0167,0.0417,-0.401,0.6884,0.0697,0.012,0.9755,0.023,0.0019,0.0041
GCST003566,multiple-sclerosis-1,GCST009337,SCZ-PGC-2019,0.005,0.0462,0.1089,0.9133,0.4353,0.0196,1.1057,0.0138,0.0454,0.0064
GCST90225529,anxiety-others,GCST90436510,uterine-polyp-1,0.328,0.1774,1.8489,0.0645,0.0047,0.0021,1.0038,0.0069,0.0012,0.0051
GCST001198,multiple-sclerosis-2,GCST90275156,schizo-age-sex-M1,0.1595,0.116,1.3751,0.1691,0.1183,0.0125,1.0308,0.0087,-0.0027,0.0056
GCST90042695,depression-family-sibling,GCST90041853,prostate-cancer-5,-0.0533,0.0929,-0.5741,0.5659,0.018,0.0029,1.03,0.0107,0.0092,0.0054
GCST010010,mdd-lifetime-recurrent,GCST007277,TS-PGC-2019,0.3458,0.096,3.6037,0.0003,0.2758,0.0418,1.0358,0.0087,0.002,0.0052
GCST90225528,anxiety-any,GCST90128471-male,SCZ-PGC-2022-males,0.3418,0.0502,6.8042,1.0161e-11,0.3842,0.0205,1.0693,0.0141,0.0099,0.0068
GCST90042673,intestinal-cancer-father,GCST90128471-all,SCZ-PGC-2022-all,0.1148,0.11,1.0433,0.2968,0.3453,0.0166,1.158,0.02,0.0037,0.0068
GCST006465,endometrial-carcinoma-1,GCST90271611,epilepsy-2,0.2165,0.1158,1.8705,0.0614,0.0904,0.0123,1.1282,0.012,0.025,0.0069
GCST90275152,autism-1,GCST90044453,uterine-polyp-2,0.1501,0.1124,1.3361,0.1815,0.0054,0.0019,1.0046,0.0065,-0.0042,0.0053
GCST90042698,lung-cancer-family-sibling,GCST004750,lung-cancer-squamous,0.8624,0.1771,4.8703,1.1140e-06,0.0556,0.0152,1.0386,0.0096,0.0138,0.0048
GCST009979,mdd-1,GCST012431,parkinsons-1,-0.1406,0.1269,-1.1078,0.268,0.3997,0.1085,1.0108,0.0193,0.0032,0.0118
GCST006464,endometrial-carcinoma-2,GCST003566,multiple-sclerosis-1,0.1166,0.0998,1.1677,0.2429,0.3072,0.112,1.0641,0.0164,9.0065e-05,0.0051
GCST90225527,anxiety-2,GCST90271613,partial-epilepsy-1,0.2189,0.1323,1.6544,0.098,0.039,0.0099,1.1194,0.0087,-0.0004,0.0068
PGC-BIP-2021,BIP-PGC-2021,GCST90042672,lung-cancer-family-father,-0.0623,0.0481,-1.2953,0.1952,0.0129,0.0019,1.0007,0.0092,0.0037,0.0067
GCST90011804,breast-carcinoma-1,GCST90435600,breast-cancer-1,0.897,0.0276,32.5171,6.1136e-232,0.0112,0.0018,1.045,0.0103,0.7993,0.0114
GCST004744,adenocarcinoma-lung,GCST006803,SCZ-PGC-2018,0.0774,0.0429,1.8031,0.0714,1.2023,0.0493,1.1141,0.0149,0.0216,0.0063
GCST010010,mdd-lifetime-recurrent,GCST001198,multiple-sclerosis-2,0.1386,0.1299,1.067,0.286,0.147,0.071,1.0327,0.0162,-0.0039,0.0057
GCST90271619,partial-epilepsy-2,GCST007277,TS-PGC-2019,0.0279,0.1258,0.2218,0.8245,0.2768,0.0432,1.039,0.0098,0.0136,0.0067
GCST90255676,crc-cancer-2,GCST90042784,depression-postpartum,-0.0164,0.1588,-0.1033,0.9177,0.0095,0.0076,0.9981,0.0065,0.013,0.0052
GCST90011816,cervical-cancer-2,GCST004744,adenocarcinoma-lung,0.398,0.1339,2.9732,0.0029,0.0637,0.0108,1.0419,0.0088,0.0031,0.0052
GCST90042682,depression-family-mother,GCST90275158,schizophrenia-M1,0.4627,0.079,5.8582,4.6786e-09,0.1264,0.0132,1.0383,0.0087,0.0212,0.0056
GCST001241,BIP-PGC-2011,GCST90043889,breast-neoplasm-1,-0.0335,0.1036,-0.323,0.7467,0.0052,0.0012,1.009,0.0115,-0.0028,0.0065
GCST90435600,breast-cancer-1,GCST006464,endometrial-carcinoma-2,0.3705,0.0991,3.7403,0.0002,0.0251,0.0046,1.0665,0.0076,0.0008,0.0051
GCST90011816,cervical-cancer-2,GCST90275153,mdd-age-sex-M1,0.2567,0.0985,2.6063,0.0092,0.1083,0.0091,1.0202,0.0076,0.0012,0.0051
GCST90041886,breast-carcinoma-2,GCST90275157,schizo-sex-M1,0.1065,0.0761,1.4006,0.1613,0.126,0.0132,1.0383,0.0087,-0.0067,0.0054
GCST90012878,alzheimers-disease-family-history,GCST008465,ANN-PGC-2019,0.125,0.075,1.6671,0.0955,0.1586,0.0118,1.0586,0.0125,0.0005,0.0073
GCST004692,lateral-sclerosis-2,GCST90275156,schizo-age-sex-M1,0.3786,0.1337,2.8308,0.0046,0.1154,0.0121,1.0299,0.0081,-0.0055,0.0048
GCST90011809,melanoma-1,GCST90399736,thyroid-cancer,0.1054,0.0923,1.1418,0.2535,0.0033,0.001,1.009,0.0075,-0.0079,0.0051
GCST008465,ANN-PGC-2019,GCST90255676,crc-cancer-2,-0.0858,0.0468,-1.8325,0.0669,0.0759,0.0111,1.2033,0.031,0.0124,0.0077
GCST90255676,crc-cancer-2,GCST90435926,epilepsy-1,-0.0295,0.1273,-0.2319,0.8166,0.0018,0.0011,1.0085,0.0072,0.002,0.0055
GCST90275150,autism-age-sex-M1,GCST90435657,digestive-neoplasm,0.2635,0.2002,1.3164,0.188,0.0015,0.0012,1.0267,0.0065,-0.0017,0.0051
PGC-ADHD-2022,ADHD-PGC-2022,GCST001198,multiple-sclerosis-2,-0.032,0.0549,-0.5826,0.5602,0.1508,0.0776,1.0296,0.0189,0.0257,0.007
GCST90225529,anxiety-others,GCST90255676,crc-cancer-2,0.0883,0.0499,1.77,0.0767,0.0856,0.0095,1.1593,0.0214,0.0005,0.0057
GCST90271619,partial-epilepsy-2,GCST90042672,lung-cancer-family-father,-0.2061,0.1153,-1.7869,0.074,0.0134,0.002,1.0012,0.0107,0.0129,0.0062
GCST90042669,depression-family-father,GCST90271619,partial-epilepsy-2,-0.0895,0.1483,-0.6039,0.5459,0.0469,0.0112,1.0244,0.0086,0.0007,0.0058
GCST008465,ANN-PGC-2019,GCST90399736,thyroid-cancer,0.0286,0.0656,0.4365,0.6625,0.0031,0.001,1.0183,0.0106,-0.0025,0.0068
GCST90225528,anxiety-any,GCST90225529,anxiety-others,0.9958,0.0037,265.5878,0.0,0.0088,0.001,1.017,0.0072,0.978,0.0071
GCST90255675,crc-cancer-1,GCST90399736,thyroid-cancer,0.0406,0.0536,0.7567,0.4492,0.0034,0.001,1.0056,0.0081,0.0001,0.0054
GCST90041853,prostate-cancer-5,GCST90041853,prostate-cancer-5,1.0,3.0532e-06,327530.7044,0.0,0.018,0.0029,1.0301,0.0107,1.0301,0.0107
GCST90271611,epilepsy-2,GCST90042685,intestinal-cancer-mother,0.0717,0.1601,0.4476,0.6544,0.003,0.0011,1.0114,0.008,-0.0086,0.0067
GCST003566,multiple-sclerosis-1,GCST90436787,musculoskeletal-disorder,0.3948,0.1237,3.1918,0.0014,0.0049,0.0014,0.9971,0.0079,-0.006,0.0051
GCST90042841,anxiety-medication,GCST90435597,skin-neoplasm,-0.0438,0.0683,-0.6413,0.5213,0.0175,0.0029,1.0256,0.0118,-0.0026,0.0056
GCST90011816,cervical-cancer-2,GCST009337,SCZ-PGC-2019,0.0619,0.0641,0.9657,0.3342,0.4423,0.0196,1.0974,0.0125,0.005,0.0062
GCST007511,alzheimers-late-onset-1,GCST90246358,cervical-cancer-1,-0.0487,0.0839,-0.58,0.5619,0.0052,0.0014,0.9747,0.0077,0.0131,0.0036
GCST010514,autism-2,GCST009979,mdd-1,0.3119,0.0517,6.0303,1.6366e-09,0.0765,0.006,1.0223,0.0077,0.0047,0.0053
GCST001241,BIP-PGC-2011,GCST90042860,crc-benign-neoplasm,-0.0433,0.0827,-0.5238,0.6004,0.0096,0.0014,1.048,0.0115,0.0088,0.0074
GCST90011809,melanoma-1,GCST90042670,prostate-cancer-father,0.0565,0.1181,0.4783,0.6324,0.0066,0.0013,1.0194,0.0085,0.01,0.005
GCST90225528,anxiety-any,GCST90011816,cervical-cancer-2,0.1227,0.1181,1.0393,0.2987,0.0089,0.0025,1.0187,0.008,0.0052,0.0051
GCST012431,parkinsons-1,GCST90011808,prostate-cancer-3,0.1584,0.1234,1.2831,0.1994,0.0361,0.0112,1.1657,0.0726,-0.0128,0.0144
GCST90027164,lateral-sclerosis-1,GCST90042860,crc-benign-neoplasm,0.0995,0.0834,1.1934,0.2327,0.0101,0.0013,1.0476,0.0094,-0.0005,0.0053
GCST90128471-females,SCZ-PGC-2022-females,GCST009158,uterine-fibroid-1,0.0958,0.0502,1.9081,0.0564,0.0208,0.003,0.983,0.009,-0.0239,0.0062
GCST90275151,autism-sex-M1,GCST003769,depression-symptoms,0.3814,0.0539,7.0712,1.5356e-12,0.0384,0.0033,1.0159,0.0072,0.0046,0.0059
GCST009337,SCZ-PGC-2019,GCST009158,uterine-fibroid-1,0.0403,0.037,1.0892,0.2761,0.0203,0.0028,0.9849,0.0085,-0.0153,0.0057
GCST90275148,ADHD-sex-M1,GCST90011808,prostate-cancer-3,-0.0441,0.0507,-0.8695,0.3846,0.0333,0.0046,1.0555,0.0197,-0.0029,0.0057
GCST90275150,autism-age-sex-M1,GCST90435926,epilepsy-1,-0.0916,0.1534,-0.5971,0.5504,0.0018,0.0011,1.0087,0.0072,0.0134,0.0049
GCST90042698,lung-cancer-family-sibling,GCST004748,lung-carcinoma-1,0.83,0.1596,5.2002,1.9909e-07,0.0841,0.0167,1.0497,0.0119,0.0141,0.0055
GCST90435657,digestive-neoplasm,GCST90435631,lymph-node-malignant-neoplasm,-0.2861,0.3515,-0.814,0.4156,0.0044,0.0011,0.9983,0.0066,0.0266,0.0044
GCST90042786,depression-trauma,GCST006803,SCZ-PGC-2018,0.1654,0.0667,2.4789,0.0132,1.1914,0.0487,1.1206,0.0144,0.0021,0.0064
GCST90246358,cervical-cancer-1,GCST90044335,glaucoma,-0.089,0.0793,-1.1229,0.2615,0.0323,0.0039,1.0398,0.0084,0.0053,0.0042
GCST90428118,crc-cancer-3,GCST009337,SCZ-PGC-2019,0.0458,0.064,0.7148,0.4747,0.4343,0.0207,1.0946,0.0128,0.005,0.0065
GCST90435926,epilepsy-1,GCST90320057,renal-carcinoma,0.1774,0.1313,1.3509,0.1767,0.013,0.0012,0.9904,0.0115,0.002,0.0046
GCST90042698,lung-cancer-family-sibling,GCST90041830,non-epithelial-carcinoma,0.0847,0.1184,0.7149,0.4747,0.0169,0.0027,1.0279,0.0122,0.0072,0.0055
GCST010009,mdd-lifetime-1,GCST90275155,mdd-5,0.7461,0.0689,10.8209,2.7397e-27,0.1186,0.0094,1.0298,0.0075,0.0147,0.0055
GCST90011809,melanoma-1,GCST90435597,skin-neoplasm,0.5684,0.102,5.5751,2.4744e-08,0.0176,0.0028,1.0239,0.0117,0.0671,0.007
PGC-ADHD-2022,ADHD-PGC-2022,GCST004748,lung-carcinoma-1,0.3563,0.0513,6.9498,3.6570e-12,0.0797,0.0171,1.0563,0.0128,0.0221,0.0062
GCST90042699,intestinal-cancer-sibling,GCST90435663,skin-benign-neoplasm,0.649,0.329,1.9727,0.0485,0.0041,0.0012,1.0105,0.0068,-0.0059,0.0047
GCST90275154,mdd-sex-M1,GCST90275157,schizo-sex-M1,0.8772,0.0376,23.3518,1.3205e-120,0.1283,0.0125,1.0358,0.0084,0.4542,0.0057
GCST002245,alzheimers-late-onset-4,GCST90435602,breast-cancer-3,-0.0486,0.0999,-0.4864,0.6267,0.0191,0.0033,1.0443,0.0108,-0.0023,0.0051
GCST90435859,depression-disorder,GCST90435859,depression-disorder,1.0003,7.8349e-05,12767.789,0.0,0.0161,0.0014,0.9989,0.0065,0.9989,0.0065
GCST90042672,lung-cancer-family-father,GCST005903,mdd-2,0.2843,0.0831,3.421,0.0006,0.0175,0.002,1.0003,0.007,0.0141,0.005
GCST90275149,ADHD-1,GCST90275154,mdd-sex-M1,0.5684,0.0331,17.1965,2.8219e-66,0.1185,0.0091,1.0273,0.0075,0.4514,0.0062
GCST90225527,anxiety-2,GCST005903,mdd-2,0.6466,0.0845,7.6496,2.0168e-14,0.0178,0.0021,0.9991,0.0068,0.1475,0.0048
GCST90027164,lateral-sclerosis-1,GCST90044453,uterine-polyp-2,-0.1303,0.1459,-0.8927,0.372,0.0058,0.0019,1.0022,0.0065,0.0051,0.0054
GCST004749,lung-carcinoma-smokers,GCST006803,SCZ-PGC-2018,0.033,0.0566,0.5828,0.56,1.1987,0.0509,1.1155,0.0147,0.0133,0.0076
