id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
GCST010514,autism-2,GCST90428117,prostate-cancer,-0.1261,0.0687,-1.8351,0.0665,0.0315,0.0046,1.0469,0.0114,0.0037,0.0065
PGC-ADHD-2022,ADHD-PGC-2022,GCST90435666,uterine-benign-neoplasm,0.2491,0.0806,3.0918,0.002,0.0099,0.0023,1.0261,0.0084,-0.0023,0.0067
GCST009315,PTSD-PGC-2019,GCST009315,PTSD-PGC-2019,1.0002,8.2855e-05,12071.5977,0.0,0.0152,0.0027,1.0259,0.0067,1.0259,0.0067
GCST90271611,epilepsy-2,GCST90044453,uterine-polyp-2,-0.244,0.1372,-1.778,0.0754,0.0067,0.0021,0.9973,0.0083,0.0102,0.0068
GCST90271611,epilepsy-2,GCST009981,mdd-notrauma,-0.0489,0.1241,-0.3942,0.6934,0.0338,0.0099,1.0142,0.0089,0.0057,0.0065
GCST90255675,crc-cancer-1,GCST009981,mdd-notrauma,0.0315,0.0782,0.403,0.6869,0.0318,0.0092,1.0154,0.0065,0.0053,0.0054
GCST007511,alzheimers-late-onset-1,GCST90042843,anxiety-treatment-1,-0.0107,0.1011,-0.1058,0.9157,0.0366,0.0043,0.9994,0.0073,-0.0023,0.0052
GCST90225527,anxiety-2,GCST90436510,uterine-polyp-1,0.2289,0.1755,1.3042,0.1922,0.0047,0.0021,1.0038,0.0069,0.0029,0.0051
GCST90042669,depression-family-father,GCST009315,PTSD-PGC-2019,0.5403,0.1229,4.397,1.0977e-05,0.0154,0.0027,1.0255,0.007,0.0126,0.0044
GCST90129450,migraine-disorder-1,GCST90137412,squamous-carcinoma,-0.0211,0.0349,-0.6052,0.545,0.0957,0.0099,0.7881,0.0175,0.0091,0.0058
GCST005902,depression-broad,GCST90137412,squamous-carcinoma,0.1427,0.027,5.2818,1.2795e-07,0.0959,0.0109,0.7877,0.0191,0.0328,0.0066
GCST009315,PTSD-PGC-2019,GCST90043894,prostate-cancer-1,0.143,0.0975,1.4667,0.1425,0.0249,0.0036,1.0454,0.0151,-0.006,0.0057
GCST002245,alzheimers-late-onset-4,GCST90042672,lung-cancer-family-father,0.0369,0.09,0.41,0.6818,0.0126,0.0017,1.001,0.0082,0.0066,0.0052
GCST90275147,ADHD-age-sex-M1,GCST90042699,intestinal-cancer-sibling,0.5354,0.1606,3.3333,0.0009,0.0022,0.0011,1.011,0.0062,0.0041,0.0058
GCST001241,BIP-PGC-2011,GCST004750,lung-cancer-squamous,-0.1292,0.0925,-1.3972,0.1624,0.0573,0.0167,1.0365,0.0127,0.04,0.0073
GCST90275158,schizophrenia-M1,GCST009337,SCZ-PGC-2019,0.5341,0.0356,14.9967,7.7200e-51,0.4471,0.0198,1.0911,0.0132,0.0369,0.0061
PGC-ADHD-2022,ADHD-PGC-2022,GCST90128471-male,SCZ-PGC-2022-males,0.2192,0.0311,7.0502,1.7863e-12,0.3713,0.0206,1.0883,0.0162,0.0334,0.0078
GCST90042684,lung-cancer-family-mother,GCST90436787,musculoskeletal-disorder,0.3335,0.1916,1.7408,0.0817,0.0051,0.0014,0.9957,0.0074,0.0132,0.0051
GCST90435601,breast-cancer-2,GCST90042673,intestinal-cancer-father,0.2049,0.1945,1.0532,0.2922,0.0018,0.001,1.024,0.0064,-0.0029,0.0043
GCST90042685,intestinal-cancer-mother,GCST90239856,uterine-leiomyoma-2,0.0093,0.0966,0.096,0.9235,0.0254,0.0029,1.0284,0.013,0.0084,0.0048
GCST90012878,alzheimers-disease-family-history,GCST90435857,mood-disorder,-0.1518,0.0777,-1.9542,0.0507,0.0166,0.0015,0.9983,0.0071,-0.0028,0.0053
GCST90271611,epilepsy-2,GCST90043874,skin-carcinoma-face,0.1236,0.1042,1.1866,0.2354,0.0073,0.0016,1.0327,0.0111,-0.0106,0.0068
GCST90042841,anxiety-medication,GCST004744,adenocarcinoma-lung,0.1126,0.0764,1.474,0.1405,0.0638,0.0111,1.042,0.0088,-0.007,0.0052
GCST90042685,intestinal-cancer-mother,GCST90275155,mdd-5,0.1901,0.1066,1.7834,0.0745,0.118,0.0095,1.0303,0.0075,-0.0024,0.0051
GCST90042860,crc-benign-neoplasm,GCST90428118,crc-cancer-3,0.865,0.1283,6.7433,1.5481e-11,0.0066,0.0017,1.0232,0.0079,0.1411,0.0059
GCST006803,SCZ-PGC-2018,GCST009158,uterine-fibroid-1,0.0495,0.0349,1.4168,0.1566,0.0202,0.0031,0.9857,0.0092,-0.0195,0.0061
GCST90042686,breast-cancer-family-mother,GCST007277,TS-PGC-2019,-0.0847,0.1052,-0.8053,0.4207,0.2762,0.0411,1.0356,0.0086,-0.0059,0.0052
GCST010009,mdd-lifetime-1,GCST90042696,prostate-cancer-sibling,0.0503,0.2344,0.2144,0.8302,0.0014,0.0011,1.0026,0.0063,0.005,0.0049
GCST90255675,crc-cancer-1,GCST90042696,prostate-cancer-sibling,0.3355,0.2011,1.6682,0.0953,0.0014,0.0011,1.0026,0.0062,0.0054,0.0063
GCST90435594,skin-cancer,GCST009158,uterine-fibroid-1,0.0298,0.0623,0.4791,0.6319,0.0203,0.0028,0.985,0.0084,-0.02,0.0047
GCST90435864,anxiety-4,GCST90129443,headache-disorder-2,0.4065,0.0651,6.2463,4.2029e-10,0.0393,0.0026,1.0559,0.0102,0.0301,0.0058
PGC-BIP-2021,BIP-PGC-2021,GCST90042699,intestinal-cancer-sibling,0.2165,0.1322,1.638,0.1014,0.002,0.0011,1.0131,0.007,-0.0014,0.0061
GCST90246358,cervical-cancer-1,GCST90436510,uterine-polyp-1,-0.4543,0.218,-2.0833,0.0372,0.0046,0.0021,1.0044,0.0066,0.0032,0.004
GCST90042778,anxiety-1,GCST90043874,skin-carcinoma-face,-0.016,0.1399,-0.1141,0.9091,0.0083,0.0014,1.0233,0.008,0.0039,0.0045
GCST90042686,breast-cancer-family-mother,GCST90042696,prostate-cancer-sibling,0.2372,0.2564,0.9253,0.3548,0.0015,0.0011,1.002,0.0063,0.004,0.0043
GCST90435857,mood-disorder,GCST90435594,skin-cancer,0.0112,0.0626,0.1783,0.8585,0.0168,0.0033,1.0301,0.0135,0.0076,0.0052
GCST90246357,cervical-dysplasia,GCST90275156,schizo-age-sex-M1,-0.0312,0.1411,-0.2213,0.8248,0.1163,0.0122,1.0288,0.008,0.0062,0.0041
GCST90011816,cervical-cancer-2,GCST90255676,crc-cancer-2,0.0667,0.0786,0.8482,0.3963,0.0851,0.0095,1.1604,0.0214,0.0115,0.006
GCST007277,TS-PGC-2019,GCST90239856,uterine-leiomyoma-2,0.0301,0.0714,0.4219,0.6731,0.0246,0.0028,1.0328,0.0136,-0.0012,0.0056
GCST90225527,anxiety-2,GCST90225529,anxiety-others,0.9766,0.0109,89.8444,0.0,0.0088,0.001,1.017,0.0072,0.9183,0.0068
GCST90042844,anxiety-treatment-2,GCST90042684,lung-cancer-family-mother,-0.1259,0.1559,-0.8074,0.4195,0.0036,0.0012,1.0165,0.0066,0.0006,0.0049
GCST90225529,anxiety-others,GCST010010,mdd-lifetime-recurrent,0.6383,0.092,6.9366,4.0175e-12,0.066,0.0092,1.0225,0.0079,0.0768,0.0052
GCST90042669,depression-family-father,GCST90042684,lung-cancer-family-mother,0.0551,0.1806,0.3049,0.7604,0.0036,0.0012,1.0165,0.0066,-0.0081,0.005
GCST90435657,digestive-neoplasm,GCST010009,mdd-lifetime-1,0.5171,0.3095,1.6706,0.0948,0.0686,0.0083,1.0236,0.0076,0.0167,0.0047
GCST90435926,epilepsy-1,GCST90128471-females,SCZ-PGC-2022-females,0.0767,0.1129,0.6799,0.4966,0.2843,0.0197,1.0845,0.0125,0.0062,0.0059
GCST90255676,crc-cancer-2,GCST010010,mdd-lifetime-recurrent,0.0054,0.0603,0.0903,0.9281,0.066,0.0093,1.0223,0.0079,0.0088,0.0061
GCST004748,lung-carcinoma-1,GCST90435666,uterine-benign-neoplasm,0.0641,0.0967,0.6633,0.5072,0.0109,0.0023,1.0208,0.007,0.0024,0.0054
GCST90435602,breast-cancer-3,GCST006465,endometrial-carcinoma-1,0.362,0.1551,2.3331,0.0196,0.0348,0.0099,1.0748,0.0092,-0.0019,0.0062
GCST90012878,alzheimers-disease-family-history,GCST006803,SCZ-PGC-2018,-0.0498,0.045,-1.1063,0.2686,1.1915,0.049,1.1202,0.015,0.0048,0.0063
GCST90042786,depression-trauma,GCST90044335,glaucoma,-0.144,0.119,-1.2094,0.2265,0.0323,0.0039,1.0396,0.0085,0.0055,0.0049
GCST90042685,intestinal-cancer-mother,GCST90275158,schizophrenia-M1,0.2876,0.1173,2.4526,0.0142,0.1264,0.0132,1.0383,0.0086,-0.0061,0.0052
GCST003769,depression-symptoms,GCST90435945,peripheral-cns-disorder,0.2946,0.0592,4.9764,6.4784e-07,0.017,0.0015,1.0231,0.008,0.016,0.0051
GCST90129443,headache-disorder-2,GCST90042872,uterine-fibroid-leiomyoma,0.0916,0.0726,1.2616,0.2071,0.0072,0.0018,1.0149,0.0071,0.0021,0.0054
GCST90011804,breast-carcinoma-1,GCST90042872,uterine-fibroid-leiomyoma,0.1372,0.1153,1.1905,0.2338,0.0072,0.0018,1.0145,0.007,0.0092,0.0053
GCST90275149,ADHD-1,GCST90435600,breast-cancer-1,0.1023,0.0502,2.0391,0.0414,0.0115,0.0018,1.0401,0.0098,-0.0101,0.0056
GCST90042700,breast-cancer-family-siblings,GCST90435667,uterine-leiomyoma,0.534,0.1772,3.0131,0.0026,0.0114,0.0024,1.0212,0.0076,0.0013,0.0047
GCST90275147,ADHD-age-sex-M1,GCST90043894,prostate-cancer-1,-0.0214,0.0527,-0.4053,0.6853,0.0252,0.0035,1.0435,0.0141,-0.0084,0.0059
GCST90042778,anxiety-1,GCST90275148,ADHD-sex-M1,0.3623,0.1201,3.0163,0.0026,0.2376,0.0144,1.0746,0.0097,0.0061,0.0053
GCST90011816,cervical-cancer-2,GCST90428117,prostate-cancer,0.0829,0.1286,0.6446,0.5192,0.0313,0.0049,1.0477,0.0112,-0.0036,0.006
GCST90027164,lateral-sclerosis-1,GCST009315,PTSD-PGC-2019,-0.0081,0.0953,-0.0845,0.9326,0.0148,0.0027,1.0274,0.0068,0.0013,0.005
GCST90435864,anxiety-4,GCST012431,parkinsons-1,-0.0819,0.19,-0.4307,0.6667,0.3917,0.1083,1.013,0.0191,0.0036,0.0119
GCST001241,BIP-PGC-2011,GCST90011816,cervical-cancer-2,-0.2881,0.1262,-2.2821,0.0225,0.009,0.0025,1.0185,0.0103,0.0142,0.007
GCST90435601,breast-cancer-2,GCST90137411,bcc-2,0.1288,0.0546,2.3578,0.0184,0.0697,0.0121,0.9758,0.0235,0.0465,0.0063
GCST009981,mdd-notrauma,GCST90435857,mood-disorder,0.766,0.1349,5.6782,1.3609e-08,0.0161,0.0014,1.002,0.0068,0.0362,0.0043
GCST90027164,lateral-sclerosis-1,GCST90042670,prostate-cancer-father,-0.006,0.1037,-0.0576,0.954,0.0063,0.0012,1.0221,0.0078,-0.0011,0.005
PGC-BIP-2021,BIP-PGC-2021,GCST005903,mdd-2,0.3956,0.051,7.7522,9.0298e-15,0.0173,0.0023,1.0005,0.0075,0.0093,0.0064
GCST90042698,lung-cancer-family-sibling,GCST90435597,skin-neoplasm,0.1399,0.1251,1.1177,0.2637,0.0175,0.0029,1.0253,0.0118,0.0015,0.0055
GCST90042698,lung-cancer-family-sibling,GCST012431,parkinsons-1,0.443,0.2712,1.6338,0.1023,0.4029,0.1088,1.0102,0.0192,-0.0202,0.0126
GCST001198,multiple-sclerosis-2,GCST90044453,uterine-polyp-2,-0.042,0.1982,-0.2119,0.8322,0.0047,0.0022,1.0056,0.0081,9.7339e-05,0.0057
GCST012431,parkinsons-1,GCST90239856,uterine-leiomyoma-2,0.0761,0.1156,0.6578,0.5107,0.0269,0.0057,1.1633,0.0592,0.003,0.0123
GCST90435857,mood-disorder,GCST90435663,skin-benign-neoplasm,0.2001,0.1151,1.7382,0.0822,0.0038,0.0012,1.0129,0.0075,0.0145,0.0052
GCST90435864,anxiety-4,GCST90042686,breast-cancer-family-mother,-0.0605,0.1269,-0.477,0.6333,0.0063,0.0014,1.0263,0.0094,-0.0057,0.0056
GCST007511,alzheimers-late-onset-1,GCST90128471-females,SCZ-PGC-2022-females,0.1042,0.0654,1.5946,0.1108,0.2839,0.0197,1.0847,0.0125,0.0206,0.0055
GCST90255675,crc-cancer-1,GCST009158,uterine-fibroid-1,0.0054,0.0513,0.1045,0.9168,0.0207,0.003,0.9835,0.0087,-0.0088,0.0059
GCST009979,mdd-1,GCST90275157,schizo-sex-M1,0.6139,0.0581,10.5655,4.3074e-26,0.1283,0.0125,1.0358,0.0084,0.0139,0.0052
GCST90042696,prostate-cancer-sibling,GCST90013410,bcc-1,0.4349,0.1977,2.1999,0.0278,0.0316,0.0044,1.0621,0.0173,0.0032,0.0055
GCST90271619,partial-epilepsy-2,GCST90435667,uterine-leiomyoma,0.0254,0.1852,0.1373,0.8908,0.0101,0.0026,1.0309,0.0098,0.0065,0.0067
GCST010010,mdd-lifetime-recurrent,GCST90435594,skin-cancer,-0.0838,0.0782,-1.0722,0.2836,0.0171,0.0033,1.0272,0.0119,-0.0016,0.0056
GCST004692,lateral-sclerosis-2,GCST90435600,breast-cancer-1,0.1388,0.1401,0.9907,0.3219,0.0113,0.0018,1.0411,0.01,0.0035,0.0045
GCST90435919,headache-disorder-1,GCST90275158,schizophrenia-M1,0.4406,0.0844,5.2198,1.7910e-07,0.1281,0.0124,1.0365,0.0084,0.0003,0.0046
GCST90435859,depression-disorder,GCST90275156,schizo-age-sex-M1,0.5873,0.058,10.1317,3.9944e-24,0.1156,0.0118,1.0292,0.0077,0.0058,0.0047
GCST90275157,schizo-sex-M1,GCST90128471-all,SCZ-PGC-2022-all,0.5706,0.0357,15.9797,1.7712e-57,0.3438,0.0162,1.161,0.0198,0.0837,0.0079
GCST90271612,generalised-epilepsy,GCST90435857,mood-disorder,-0.0104,0.0557,-0.1871,0.8516,0.0157,0.0016,1.0043,0.0088,-0.0007,0.0074
GCST009981,mdd-notrauma,GCST90129450,migraine-disorder-1,0.4025,0.1196,3.3657,0.0008,0.0347,0.0031,1.0562,0.0097,0.0162,0.0052
GCST90271612,generalised-epilepsy,GCST90271613,partial-epilepsy-1,0.65,0.0878,7.4037,1.3242e-13,0.0389,0.0101,1.1192,0.0087,0.2565,0.0082
GCST90011804,breast-carcinoma-1,GCST010010,mdd-lifetime-recurrent,-0.0079,0.0812,-0.0971,0.9226,0.0662,0.009,1.022,0.008,0.0014,0.0056
GCST90435601,breast-cancer-2,GCST010010,mdd-lifetime-recurrent,0.0733,0.089,0.8232,0.4104,0.0666,0.0091,1.0219,0.0078,-0.0001,0.0053
GCST90042670,prostate-cancer-father,GCST90435663,skin-benign-neoplasm,0.187,0.1548,1.2077,0.2272,0.0041,0.0012,1.0105,0.0068,-0.0035,0.005
GCST90435919,headache-disorder-1,GCST90275153,mdd-age-sex-M1,0.4533,0.0825,5.4921,3.9713e-08,0.1076,0.0088,1.0213,0.0073,0.0038,0.0054
GCST90042672,lung-cancer-family-father,GCST90435666,uterine-benign-neoplasm,0.0189,0.1061,0.1784,0.8584,0.0107,0.0024,1.0218,0.0074,0.0088,0.0049
GCST90042698,lung-cancer-family-sibling,GCST90428117,prostate-cancer,0.1017,0.1451,0.7006,0.4835,0.0305,0.0047,1.0501,0.0113,-0.0003,0.0049
GCST90041830,non-epithelial-carcinoma,GCST90435663,skin-benign-neoplasm,0.5585,0.1163,4.8027,1.5655e-06,0.0041,0.0012,1.0105,0.0068,0.0582,0.0058
GCST90435601,breast-cancer-2,GCST90320057,renal-carcinoma,0.2507,0.0558,4.4892,7.1483e-06,0.013,0.0012,0.9903,0.0115,-0.004,0.0052
GCST90435597,skin-neoplasm,GCST90042872,uterine-fibroid-leiomyoma,-0.0664,0.0976,-0.6807,0.4961,0.0072,0.0018,1.0147,0.0067,0.011,0.0052
GCST90042843,anxiety-treatment-1,GCST90271611,epilepsy-2,-0.1045,0.0833,-1.2552,0.2094,0.0888,0.0117,1.13,0.0117,0.0064,0.0066
GCST009315,PTSD-PGC-2019,GCST90044453,uterine-polyp-2,0.2034,0.1741,1.1688,0.2425,0.0058,0.0019,1.0021,0.0064,0.0001,0.0054
GCST90041853,prostate-cancer-5,GCST90013410,bcc-1,0.0876,0.0689,1.2724,0.2032,0.0316,0.0044,1.0621,0.0173,0.0479,0.0059
GCST001198,multiple-sclerosis-2,GCST90275158,schizophrenia-M1,0.1592,0.1147,1.388,0.1651,0.1301,0.0138,1.0387,0.0094,-0.0035,0.0057
GCST90011809,melanoma-1,GCST90435663,skin-benign-neoplasm,0.799,0.1594,5.0137,5.3385e-07,0.004,0.0012,1.0109,0.0068,0.0813,0.0059
GCST90042682,depression-family-mother,GCST009337,SCZ-PGC-2019,0.6134,0.0555,11.0549,2.0760e-28,0.4415,0.0203,1.0983,0.0129,0.0163,0.0063
GCST004692,lateral-sclerosis-2,GCST90271611,epilepsy-2,-0.006,0.1471,-0.0409,0.9674,0.0894,0.012,1.1298,0.0117,0.0652,0.007
GCST90041886,breast-carcinoma-2,GCST90042699,intestinal-cancer-sibling,0.5029,0.2169,2.3189,0.0204,0.0022,0.0011,1.0113,0.0062,-0.0039,0.0045
GCST003769,depression-symptoms,GCST90041830,non-epithelial-carcinoma,-0.0381,0.0618,-0.6165,0.5376,0.0171,0.0029,1.0298,0.0134,0.0043,0.0056
GCST006803,SCZ-PGC-2018,GCST90435663,skin-benign-neoplasm,-0.0017,0.0629,-0.0271,0.9784,0.0038,0.0011,1.0131,0.0078,-0.0035,0.0058
GCST90275153,mdd-age-sex-M1,GCST90435857,mood-disorder,0.723,0.0598,12.0873,1.2329e-33,0.0161,0.0014,1.0021,0.0069,0.0072,0.0054
GCST90043889,breast-neoplasm-1,GCST90042670,prostate-cancer-father,0.0541,0.1288,0.4201,0.6744,0.0065,0.0013,1.0204,0.0081,0.0121,0.0043
GCST006803,SCZ-PGC-2018,GCST90042872,uterine-fibroid-leiomyoma,0.0664,0.0647,1.0259,0.305,0.007,0.0019,1.0155,0.0073,-0.0061,0.0058
GCST001241,BIP-PGC-2011,GCST90435666,uterine-benign-neoplasm,-0.0814,0.1116,-0.729,0.466,0.01,0.0025,1.0253,0.0097,0.0049,0.0066
GCST90042686,breast-cancer-family-mother,GCST90275156,schizo-age-sex-M1,-0.1115,0.0911,-1.2241,0.2209,0.1136,0.0123,1.0313,0.008,-0.0004,0.0048
GCST90042686,breast-cancer-family-mother,GCST90435600,breast-cancer-1,1.0144,0.1129,8.9864,2.5543e-19,0.0111,0.0018,1.0426,0.0103,0.0684,0.0081
PGC-ADHD-2022,ADHD-PGC-2022,GCST006803,SCZ-PGC-2018,0.205,0.0288,7.1106,1.1556e-12,1.0616,0.0548,1.204,0.019,0.0312,0.0086
GCST90042685,intestinal-cancer-mother,GCST90128471-male,SCZ-PGC-2022-males,0.0331,0.0901,0.3673,0.7134,0.3834,0.0203,1.0704,0.0138,0.007,0.0061
GCST90271612,generalised-epilepsy,GCST90271612,generalised-epilepsy,1.0,8.8481e-07,1.1302e+06,0.0,0.2407,0.0224,1.0824,0.0133,1.0824,0.0133
PGC-ADHD-2022,ADHD-PGC-2022,GCST90011809,melanoma-1,-0.1242,0.0559,-2.2197,0.0264,0.0091,0.0025,1.001,0.0103,0.0002,0.0061
GCST90435919,headache-disorder-1,GCST010010,mdd-lifetime-recurrent,0.58,0.1146,5.0615,4.1587e-07,0.0666,0.0091,1.0219,0.0079,0.0276,0.0049
GCST90255675,crc-cancer-1,GCST003566,multiple-sclerosis-1,0.0444,0.0551,0.8048,0.421,0.3035,0.1093,1.0637,0.0164,0.0097,0.0062
GCST002245,alzheimers-late-onset-4,GCST006803,SCZ-PGC-2018,0.0472,0.0452,1.0449,0.2961,1.1773,0.0506,1.1282,0.0156,0.039,0.0062
GCST90275147,ADHD-age-sex-M1,GCST90435666,uterine-benign-neoplasm,0.2267,0.0838,2.7042,0.0068,0.0108,0.0023,1.0216,0.0072,-0.004,0.0057
GCST90042784,depression-postpartum,GCST90436510,uterine-polyp-1,0.2169,0.4431,0.4894,0.6246,0.004,0.0021,1.0077,0.0068,0.0042,0.0042
GCST90435602,breast-cancer-3,GCST90042696,prostate-cancer-sibling,0.1815,0.225,0.8066,0.4199,0.0014,0.0011,1.0025,0.0063,0.0026,0.0051
GCST90042843,anxiety-treatment-1,GCST90435863,anxiety-3,0.5566,0.1031,5.4007,6.6397e-08,0.0079,0.0013,1.01,0.0068,0.0593,0.005
GCST90042786,depression-trauma,GCST001198,multiple-sclerosis-2,-0.2816,0.1877,-1.4999,0.1337,0.1431,0.0717,1.035,0.0162,0.0054,0.0059
GCST90275156,schizo-age-sex-M1,GCST90399736,thyroid-cancer,0.0074,0.0675,0.109,0.9132,0.0033,0.001,1.0073,0.0077,-0.0014,0.0053
GCST90042843,anxiety-treatment-1,GCST90399736,thyroid-cancer,-0.0238,0.095,-0.2504,0.8023,0.0034,0.001,1.0067,0.0073,-0.0036,0.0045
GCST90428118,crc-cancer-3,GCST90042784,depression-postpartum,-0.0936,0.3398,-0.2756,0.7828,0.0104,0.0088,0.9991,0.0076,-0.0003,0.005
GCST90042784,depression-postpartum,GCST009315,PTSD-PGC-2019,0.5849,0.4741,1.2339,0.2172,0.0152,0.0027,1.0242,0.0071,0.0132,0.0049
GCST007511,alzheimers-late-onset-1,GCST90042778,anxiety-1,-0.4232,0.1731,-2.4444,0.0145,0.028,0.0086,1.0025,0.0065,0.0122,0.0051
GCST010514,autism-2,GCST90011804,breast-carcinoma-1,0.0007,0.0508,0.0138,0.989,0.0258,0.0038,1.0707,0.0157,0.0004,0.0053
GCST90435863,anxiety-3,GCST90042685,intestinal-cancer-mother,0.2837,0.1696,1.6728,0.0944,0.0033,0.001,1.0088,0.0063,0.0016,0.0046
GCST90435863,anxiety-3,GCST90435601,breast-cancer-2,0.0143,0.0977,0.146,0.884,0.022,0.0034,1.0385,0.0097,0.0175,0.0052
GCST004749,lung-carcinoma-smokers,GCST004749,lung-carcinoma-smokers,1.0,9.2583e-08,1.0801e+07,0.0,0.1067,0.0268,1.0462,0.0096,1.0462,0.0096
GCST003740,adenocarcinoma-barret-oesophagus,GCST90042872,uterine-fibroid-leiomyoma,0.1099,0.1155,0.951,0.3416,0.007,0.0018,1.0157,0.0066,-0.007,0.0051
GCST90011816,cervical-cancer-2,GCST90011808,prostate-cancer-3,0.1276,0.1002,1.2739,0.2027,0.0336,0.0046,1.0542,0.0195,-0.0067,0.0051
GCST90042860,crc-benign-neoplasm,GCST90042669,depression-family-father,0.0977,0.0925,1.0559,0.291,0.0069,0.0014,1.0111,0.0069,0.014,0.0049
GCST90246358,cervical-cancer-1,GCST005902,depression-broad,0.1267,0.0492,2.5745,0.01,0.0573,0.0028,1.0389,0.0099,-0.0085,0.0046
GCST003566,multiple-sclerosis-1,GCST001198,multiple-sclerosis-2,1.2515,0.2557,4.8937,9.8961e-07,0.1521,0.0716,1.03,0.0163,0.1383,0.0111
GCST005902,depression-broad,GCST90043874,skin-carcinoma-face,0.0307,0.0536,0.5726,0.5669,0.0084,0.0014,1.0226,0.0079,0.0029,0.0057
GCST90435600,breast-cancer-1,GCST90042695,depression-family-sibling,0.0263,0.0747,0.3515,0.7252,0.0127,0.0015,1.0178,0.008,-0.002,0.005
GCST90044335,glaucoma,GCST90128471-females,SCZ-PGC-2022-females,-0.1099,0.0576,-1.9087,0.0563,0.2862,0.0192,1.0831,0.0123,0.0088,0.0062
GCST90042843,anxiety-treatment-1,GCST90435657,digestive-neoplasm,0.427,0.2664,1.6033,0.1089,0.0014,0.0013,1.0267,0.0071,0.011,0.0051
GCST90275154,mdd-sex-M1,GCST90239856,uterine-leiomyoma-2,0.1385,0.0498,2.7793,0.0054,0.0254,0.0029,1.0283,0.0124,0.0018,0.0051
GCST002245,alzheimers-late-onset-4,GCST90435600,breast-cancer-1,-0.0422,0.0971,-0.4349,0.6637,0.0112,0.0019,1.0421,0.0107,-0.0033,0.005
GCST90225528,anxiety-any,GCST90042686,breast-cancer-family-mother,0.0063,0.0989,0.0635,0.9493,0.0064,0.0014,1.0255,0.0092,-0.0054,0.0052
GCST90275154,mdd-sex-M1,GCST90128471-females,SCZ-PGC-2022-females,0.3781,0.0401,9.4206,4.4844e-21,0.2856,0.0195,1.0832,0.0124,0.0117,0.0061
GCST90225527,anxiety-2,GCST012431,parkinsons-1,-0.1262,0.1741,-0.7246,0.4687,0.409,0.1097,1.0079,0.0193,0.01,0.0131
GCST90042786,depression-trauma,GCST009158,uterine-fibroid-1,0.2445,0.1187,2.0604,0.0394,0.0208,0.0029,0.9828,0.009,-0.0161,0.0048
GCST90275147,ADHD-age-sex-M1,GCST90042686,breast-cancer-family-mother,-0.1483,0.0686,-2.1606,0.0307,0.0062,0.0014,1.0266,0.0093,0.0031,0.0055
GCST002245,alzheimers-late-onset-4,GCST90275150,autism-age-sex-M1,-0.005,0.0878,-0.0567,0.9548,0.1418,0.0119,1.0356,0.0083,-0.0035,0.0057
PGC-BIP-2021,BIP-PGC-2021,GCST006803,SCZ-PGC-2018,0.6887,0.0191,36.0071,6.4831e-284,1.07,0.0559,1.1967,0.0193,0.215,0.0115
GCST90435631,lymph-node-malignant-neoplasm,GCST90042670,prostate-cancer-father,0.0187,0.1616,0.1157,0.9079,0.0065,0.0013,1.0205,0.0081,0.0026,0.0045
GCST90275149,ADHD-1,GCST90042682,depression-family-mother,0.1637,0.0584,2.8052,0.005,0.0089,0.0013,1.0202,0.0077,0.0144,0.0054
GCST90246358,cervical-cancer-1,GCST90042784,depression-postpartum,-0.3626,0.2699,-1.3433,0.1792,0.0094,0.0075,0.998,0.0065,0.0075,0.0039
GCST90271619,partial-epilepsy-2,GCST90275158,schizophrenia-M1,-0.0872,0.1108,-0.7869,0.4313,0.1171,0.0134,1.0513,0.0112,0.002,0.0069
GCST90255676,crc-cancer-2,GCST90435667,uterine-leiomyoma,0.0471,0.0753,0.6253,0.5318,0.0118,0.0023,1.0203,0.0072,0.0019,0.0056
GCST90275153,mdd-age-sex-M1,GCST90128471-all,SCZ-PGC-2022-all,0.3496,0.0327,10.6843,1.2059e-26,0.3438,0.0163,1.161,0.0198,0.041,0.0073
GCST90042698,lung-cancer-family-sibling,GCST90399736,thyroid-cancer,0.1845,0.1385,1.3322,0.1828,0.0034,0.001,1.0069,0.0073,-0.008,0.0048
GCST90275148,ADHD-sex-M1,GCST90128471-all,SCZ-PGC-2022-all,0.1437,0.0301,4.7692,1.8498e-06,0.3438,0.0163,1.161,0.0197,0.0218,0.0079
GCST90042843,anxiety-treatment-1,GCST90042700,breast-cancer-family-siblings,0.0564,0.1335,0.4227,0.6725,0.0043,0.0012,1.0078,0.0065,0.0039,0.005
GCST90275148,ADHD-sex-M1,GCST90011809,melanoma-1,-0.1624,0.0608,-2.6714,0.0076,0.0089,0.0024,1.0031,0.0089,0.0004,0.0058
GCST010514,autism-2,GCST90042670,prostate-cancer-father,-0.0149,0.0836,-0.1786,0.8582,0.006,0.0013,1.0237,0.0083,0.0017,0.0053
GCST90271612,generalised-epilepsy,GCST90435597,skin-neoplasm,0.0199,0.0611,0.3251,0.7451,0.0173,0.0032,1.0238,0.0162,-0.0028,0.0077
GCST90275150,autism-age-sex-M1,GCST90275156,schizo-age-sex-M1,0.635,0.0476,13.3396,1.3624e-40,0.1163,0.0118,1.0284,0.0077,0.2782,0.0059
GCST004748,lung-carcinoma-1,GCST90011808,prostate-cancer-3,-0.0133,0.0688,-0.1937,0.8464,0.0346,0.0045,1.0506,0.0192,0.0082,0.0061
