type,selection,id,disease,disease_subtype,label,filename,ref_genome,snp,a1,a2,frq,z,b,OR,se_beta,se_OR,p,N_col,N_num,Nca_col,Nca_val,Nco_col,Nco_val,INFO,ignore,local_raw_path,remote_raw_path,shared_raw_path,local_preprocessed_path,remote_preprocessed_path,shared_preprocessed_path,munged,local_munged_path,remote_munged_path,shared_munged_path,wrangled,local_wrangled_path,remote_wrangled_path,shared_wrangled_path
CAN,minor,GCST90428116,breast cancer,,breast-cancer-4,GCST90428116.tsv.gz,,rs_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,n,175905,,9780,,166125,,variant_id,/home/maria/git/SOROLLA/SumStats/RAW/GCST90428116.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90428116.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90428116.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-cancer-4_GCST90428116.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-cancer-4_GCST90428116.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-cancer-4_GCST90428116.tsv,False,,,,False,,,
CAN,main,GCST90011816,cervical cancer,,cervical-cancer-2,GCST90011816.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,,,,odds_ratio,,,p_value,totN,416913,,6563,,410350,,n,/home/maria/git/SOROLLA/SumStats/RAW/GCST90011816.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90011816.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90011816.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/cervical-cancer-2_GCST90011816.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/cervical-cancer-2_GCST90011816.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/cervical-cancer-2_GCST90011816.tsv,False,,,,False,,,
CAN,minor,GCST90246358,cervical cancer,,cervical-cancer-1,GCST90246358.tsv,GRCh37,variant_id,effect_allele,other_allele,,,,,,,p_value,,409197,,8624,,400573,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90246358.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90246358.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90246358.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/cervical-cancer-1_GCST90246358.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/cervical-cancer-1_GCST90246358.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/cervical-cancer-1_GCST90246358.tsv,False,,,,False,,,
CAN,main,GCST90246357,cervical dysplasia,,cervical-dysplasia,GCST90246357.tsv,,variant_id,effect_allele,other_allele,,,,,,,p_value,,165257,,14694,,150563,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90246357.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90246357.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90246357.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/cervical-dysplasia_GCST90246357.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/cervical-dysplasia_GCST90246357.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/cervical-dysplasia_GCST90246357.tsv,False,,,,False,,,
CAN,subtype,GCST90042860,colorectal cancer,benign neoplasm,crc-benign-neoplasm,GCST90042860.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,456348,,19026,,437322,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042860.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042860.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042860.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/crc-benign-neoplasm_GCST90042860.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/crc-benign-neoplasm_GCST90042860.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/crc-benign-neoplasm_GCST90042860.tsv,False,,,,False,,,
CAN,minor,GCST90255675,colorectal cancer,,crc-cancer-1,GCST90255675.tsv,GRCh37,variant_id,effect_allele,other_allele,,,beta,,standard_error,,p_value,,185616,,78473,,107143,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90255675.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90255675.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90255675.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/crc-cancer-1_GCST90255675.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/crc-cancer-1_GCST90255675.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/crc-cancer-1_GCST90255675.tsv,False,,,,False,,,
CAN,minor,GCST90255676,colorectal cancer,,crc-cancer-2,GCST90255676.tsv,GRCh37,variant_id,effect_allele,other_allele,,,beta,,standard_error,,p_value,,160527,,73673,,86854,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90255676.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90255676.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90255676.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/crc-cancer-2_GCST90255676.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/crc-cancer-2_GCST90255676.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/crc-cancer-2_GCST90255676.tsv,False,,,,False,,,
CAN,main,GCST90428118,colorectal cancer,,crc-cancer-3,GCST90428118.tsv.gz,,rs_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,n,315260,,4988,,310272,,variant_id,/home/maria/git/SOROLLA/SumStats/RAW/GCST90428118.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90428118.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90428118.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/crc-cancer-3_GCST90428118.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/crc-cancer-3_GCST90428118.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/crc-cancer-3_GCST90428118.tsv,False,,,,False,,,
PSY,subtype-family,GCST90042682,depression,family history,depression-family-mother,GCST90042682.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,417293,,27823,,389470,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042682.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042682.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042682.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-family-mother_GCST90042682.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-family-mother_GCST90042682.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-family-mother_GCST90042682.tsv,False,,,,False,,,
PSY,subtype-family,GCST90042695,depression,family history,depression-family-sibling,GCST90042695.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,357071,,25919,,331152,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042695.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042695.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042695.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-family-sibling_GCST90042695.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-family-sibling_GCST90042695.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-family-sibling_GCST90042695.tsv,False,,,,False,,,
PSY,subtype-family,GCST90042669,depression,family history,depression-family-father,GCST90042669.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,394089,,15165,,378924,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042669.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042669.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042669.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-family-father_GCST90042669.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-family-father_GCST90042669.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-family-father_GCST90042669.tsv,False,,,,False,,,
PSY,subtype,GCST90042784,depression,postpartum,depression-postpartum,GCST90042784.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,48119,,6107,,42012,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042784.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042784.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042784.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-postpartum_GCST90042784.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-postpartum_GCST90042784.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-postpartum_GCST90042784.tsv,False,,,,False,,,
PSY,subtype,GCST90042786,depression,trauma,depression-trauma,GCST90042786.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,83336,,60952,,22384,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042786.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042786.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042786.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-trauma_GCST90042786.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-trauma_GCST90042786.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-trauma_GCST90042786.tsv,False,,,,False,,,
PSY,subtype,GCST005902,depression,,depression-broad,GCST005902.txt,,rsid,A1,A2,AlleleFreq,,Beta,,StandardError,,P,,322580,,113769,,208811,ImputationAccuracy,,/home/maria/git/SOROLLA/SumStats/RAW/GCST005902.txt,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST005902.txt,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST005902.txt,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-broad_GCST005902.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-broad_GCST005902.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-broad_GCST005902.tsv,False,,,,False,,,
PSY,minor,GCST003769,depression,symptoms,depression-symptoms,GCST003769.txt.gz,,MarkerName,A1,A2,EAF,,Beta,,SE,,Pval,,180866,,16471,,58835,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST003769.txt.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST003769.txt.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST003769.txt.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-symptoms_GCST003769.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-symptoms_GCST003769.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-symptoms_GCST003769.tsv,False,,,,False,,,
PSY,main,GCST90435859,depression,,depression-disorder,GCST90435859.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,377377,n_cases,11901,n_controls,365476,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435859.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435859.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435859.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/depression-disorder_GCST90435859.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/depression-disorder_GCST90435859.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/depression-disorder_GCST90435859.tsv,False,,,,False,,,
CAN,main,GCST90435657,digestive cancer,benign,digestive-neoplasm,GCST90435657.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,400581,n_cases,5280,n_controls,395301,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435657.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435657.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435657.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/digestive-neoplasm_GCST90435657.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/digestive-neoplasm_GCST90435657.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/digestive-neoplasm_GCST90435657.tsv,False,,,,False,,,
CAN,minor,GCST006465,endometrial cancer,carcinoma,endometrial-carcinoma-1,GCST006465.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,54884,,8758,,46126,INFO,,/home/maria/git/SOROLLA/SumStats/RAW/GCST006465.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST006465.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST006465.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/endometrial-carcinoma-1_GCST006465.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/endometrial-carcinoma-1_GCST006465.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/endometrial-carcinoma-1_GCST006465.tsv,False,,,,False,,,
CAN,main,GCST006464,endometrial cancer,carcinoma,endometrial-carcinoma-2,GCST006464.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,121885,,12906,,108979,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST006464.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST006464.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST006464.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/endometrial-carcinoma-2_GCST006464.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/endometrial-carcinoma-2_GCST006464.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/endometrial-carcinoma-2_GCST006464.tsv,False,,,,False,,,
NEU,main,GCST90435926,epilepsy,,epilepsy-1,GCST90435926.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,400296,n_cases,5087,n_controls,395209,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435926.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435926.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435926.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/epilepsy-1_GCST90435926.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/epilepsy-1_GCST90435926.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/epilepsy-1_GCST90435926.tsv,False,,,,False,,,
NEU,minor,GCST90271611,epilepsy,,epilepsy-2,GCST90271611.tsv.gz,,rs_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,69995,,27559,,42436,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90271611.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90271611.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90271611.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/epilepsy-2_GCST90271611.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/epilepsy-2_GCST90271611.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/epilepsy-2_GCST90271611.tsv,False,,,,False,,,
NEU,subtype,GCST90271612,epilepsy,,generalised-epilepsy,GCST90271612.tsv.gz,,rs_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,49388,,6952,,42436,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90271612.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90271612.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90271612.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/generalised-epilepsy_GCST90271612.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/generalised-epilepsy_GCST90271612.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/generalised-epilepsy_GCST90271612.tsv,False,,,,False,,,
NEU,subtype,GCST90271613,epilepsy,partial,partial-epilepsy-1,GCST90271613.tsv.gz,,rs_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,57375,,14939,,42436,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90271613.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90271613.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90271613.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/partial-epilepsy-1_GCST90271613.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/partial-epilepsy-1_GCST90271613.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/partial-epilepsy-1_GCST90271613.tsv,False,,,,False,,,
NEU,subtype,GCST90271619,epilepsy,partial,partial-epilepsy-2,GCST90271619.tsv.gz,,rs_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,48214,,5778,,42436,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90271619.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90271619.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90271619.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/partial-epilepsy-2_GCST90271619.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/partial-epilepsy-2_GCST90271619.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/partial-epilepsy-2_GCST90271619.tsv,False,,,,False,,,
CAN,main,GCST003740,esophaegal cancer,Barrett's esophagus,adenocarcinoma-barret-oesophagus,GCST003740.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,,,beta,,standard_error,,p_value,,27438,,,,17159,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST003740.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST003740.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST003740.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/adenocarcinoma-barret-oesophagus_GCST003740.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/adenocarcinoma-barret-oesophagus_GCST003740.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/adenocarcinoma-barret-oesophagus_GCST003740.tsv,False,,,,False,,,
CAN,main,GCST90044335,glaucoma,,glaucoma,GCST90044335.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,147979,,6368,,141611,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90044335.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90044335.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90044335.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/glaucoma_GCST90044335.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/glaucoma_GCST90044335.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/glaucoma_GCST90044335.tsv,False,,,,False,,,
NEU,main,GCST90435919,headache disorder,,headache-disorder-1,GCST90435919.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,406671,n_cases,7891,n_controls,398780,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435919.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435919.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435919.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/headache-disorder-1_GCST90435919.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/headache-disorder-1_GCST90435919.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/headache-disorder-1_GCST90435919.tsv,False,,,,False,,,
NEU,minor,GCST90129443,headache disorder,,headache-disorder-2,GCST90129443.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,385514,,40222,,345292,INFO,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90129443.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90129443.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90129443.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/headache-disorder-2_GCST90129443.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/headache-disorder-2_GCST90129443.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/headache-disorder-2_GCST90129443.tsv,False,,,,False,,,
CAN,subtype-family,GCST90042685,intestinal cancer,family history,intestinal-cancer-mother,GCST90042685.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,417208,,21763,,395445,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042685.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042685.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042685.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/intestinal-cancer-mother_GCST90042685.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/intestinal-cancer-mother_GCST90042685.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/intestinal-cancer-mother_GCST90042685.tsv,False,,,,False,,,
CAN,subtype-family,GCST90042699,intestinal cancer,family history,intestinal-cancer-sibling,GCST90042699.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,356280,,8807,,347473,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042699.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042699.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042699.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/intestinal-cancer-sibling_GCST90042699.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/intestinal-cancer-sibling_GCST90042699.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/intestinal-cancer-sibling_GCST90042699.tsv,False,,,,False,,,
CAN,subtype-family,GCST90042673,intestinal cancer,family history,intestinal-cancer-father,GCST90042673.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,394500,,23605,,370895,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042673.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042673.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042673.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/intestinal-cancer-father_GCST90042673.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/intestinal-cancer-father_GCST90042673.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/intestinal-cancer-father_GCST90042673.tsv,False,,,,False,,,
CAN,subtype,GCST004744,lung cancer,adenocarcinoma,adenocarcinoma-lung,GCST004744.tsv,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,66756,,11273,,55483,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST004744.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST004744.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST004744.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/adenocarcinoma-lung_GCST004744.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/adenocarcinoma-lung_GCST004744.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/adenocarcinoma-lung_GCST004744.tsv,False,,,,False,,,
CAN,subtype-family,GCST90042684,lung cancer,family history,lung-cancer-family-mother,GCST90042684.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,417332,,17376,,399956,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042684.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042684.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042684.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lung-cancer-family-mother_GCST90042684.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lung-cancer-family-mother_GCST90042684.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lung-cancer-family-mother_GCST90042684.tsv,False,,,,False,,,
CAN,subtype-family,GCST90042698,lung cancer,family history,lung-cancer-family-sibling,GCST90042698.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,356353,,8126,,348227,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042698.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042698.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042698.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lung-cancer-family-sibling_GCST90042698.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lung-cancer-family-sibling_GCST90042698.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lung-cancer-family-sibling_GCST90042698.tsv,False,,,,False,,,
